ticket_id,customer_id,category,priority,channel,created_at,resolved_at,resolution_time_hours,status,satisfaction_score
TKT000467,0114-PEGZZ,Broadband Outage,Critical,Call Center,2026-07-19 15:48:00,,,In Progress,
TKT000468,6522-OIQSX,Network Slowdown,Low,Web Portal,2026-02-04 22:41:00,2026-02-05 19:29:00,20.8,Resolved,4.0
TKT000469,6834-NXDCA,Billing Dispute,Low,Retail Store,2026-03-17 10:58:00,2026-03-19 12:16:00,49.3,Closed,3.0
TKT000470,0322-YINQP,Call Drops,Medium,Chatbot,2026-05-02 21:47:00,,,Escalated,
TKT000471,6038-GCYEC,SIM Issue,High,Chatbot,2026-04-02 17:43:00,2026-04-04 06:55:00,37.2,Closed,3.0
TKT000472,2988-GBIVW,Call Drops,Medium,Call Center,2026-04-10 08:57:00,,,Escalated,
TKT000473,5949-EBSQK,Call Drops,High,Web Portal,2026-03-12 22:55:00,2026-03-13 19:07:00,20.2,Resolved,2.0
TKT000474,8861-HGGKB,Network Slowdown,High,Web Portal,2026-01-26 16:54:00,,,Escalated,
TKT000475,7005-CCBKV,Broadband Outage,Low,Web Portal,2026-06-03 17:04:00,2026-06-04 12:34:00,19.5,Closed,1.0
TKT000476,9398-MMQTO,SIM Issue,Medium,Chatbot,2026-03-23 23:09:00,,,Escalated,
TKT000477,4195-NZGTA,Roaming Issue,Medium,Chatbot,2026-03-17 09:37:00,2026-03-18 09:25:00,23.8,Closed,3.0
TKT000478,6311-UEUME,Roaming Issue,Critical,Mobile App,2026-06-14 12:53:00,,,Escalated,
TKT000479,4283-FUTGF,Plan Modification,Critical,Call Center,2026-05-05 13:16:00,2026-05-06 22:58:00,33.7,Closed,3.0
TKT000480,9689-PTNPG,Roaming Issue,Medium,Call Center,2026-02-08 10:30:00,,,Escalated,
TKT000481,3424-NMNBO,Network Slowdown,Low,Retail Store,2026-03-28 10:55:00,2026-03-31 00:01:00,61.1,Closed,1.0
TKT000482,9950-MTGYX,Call Drops,Low,Web Portal,2026-08-09 21:35:00,,,In Progress,
TKT000483,2386-OWURY,Broadband Outage,Low,Mobile App,2026-03-12 13:37:00,2026-03-15 04:01:00,62.4,Closed,4.0
TKT000484,8058-INTPH,Call Drops,Low,Call Center,2026-06-14 11:07:00,,,In Progress,
TKT000485,5016-ETTFF,SIM Issue,High,Mobile App,2026-05-28 15:43:00,,,In Progress,
TKT000486,7993-PYKOF,Network Slowdown,Critical,Call Center,2026-02-26 07:12:00,,,In Progress,
TKT000487,9066-QRSDU,SIM Issue,Medium,Mobile App,2026-07-24 23:39:00,,,Escalated,
TKT000488,3034-ZBEQN,Network Slowdown,Low,Retail Store,2026-04-24 10:22:00,2026-04-25 21:52:00,35.5,Closed,3.0
TKT000489,0461-CVKMU,Plan Modification,Low,Retail Store,2026-01-12 12:05:00,2026-01-14 08:23:00,44.3,Resolved,1.0
TKT000490,3415-TAILE,Broadband Outage,High,Retail Store,2026-03-03 17:04:00,2026-03-04 03:04:00,10.0,Resolved,3.0
TKT000491,2300-RQGOI,Plan Modification,Medium,Retail Store,2026-04-10 16:57:00,2026-04-12 22:33:00,53.6,Closed,3.0
TKT000492,4476-OSWTN,SIM Issue,Low,Retail Store,2026-07-14 20:28:00,,,In Progress,
TKT000493,5180-UCIIQ,Roaming Issue,Medium,Web Portal,2026-02-23 23:44:00,,,Escalated,
TKT000494,1925-GMVBW,Broadband Outage,High,Web Portal,2026-05-04 10:40:00,2026-05-04 21:40:00,11.0,Closed,3.0
TKT000495,5510-BOIUJ,Call Drops,Critical,Call Center,2026-02-03 15:54:00,2026-02-04 20:48:00,28.9,Closed,3.0
TKT000496,2424-WVHPL,Broadband Outage,Medium,Chatbot,2026-01-13 17:27:00,2026-01-13 20:51:00,3.4,Closed,3.0
TKT000497,1761-AEZZR,SIM Issue,Low,Retail Store,2026-08-29 22:52:00,2026-09-01 02:58:00,52.1,Closed,1.0
TKT000498,4075-JFPGR,Network Slowdown,Critical,Chatbot,2026-01-09 21:32:00,,,Escalated,
TKT000499,8167-GJLRN,Broadband Outage,Critical,Web Portal,2026-06-18 16:38:00,2026-06-21 14:08:00,69.5,Closed,5.0
TKT000500,0378-TOVMS,Broadband Outage,Low,Call Center,2026-06-17 13:28:00,2026-06-18 18:58:00,29.5,Closed,2.0
TKT000501,6023-YEBUP,SIM Issue,Medium,Chatbot,2026-07-20 15:22:00,,,In Progress,
TKT000502,2661-GKBTK,Roaming Issue,Critical,Chatbot,2026-06-17 10:12:00,2026-06-19 23:36:00,61.4,Closed,3.0
TKT000503,6082-OQFBA,Broadband Outage,High,Web Portal,2026-02-02 22:29:00,,,In Progress,
TKT000504,9060-HJJRW,Plan Modification,High,Call Center,2026-05-03 19:39:00,,,In Progress,
TKT000505,1142-IHLOO,Billing Dispute,Low,Mobile App,2026-06-16 14:10:00,,,In Progress,
TKT000506,5445-PZWGX,Broadband Outage,Medium,Mobile App,2026-08-07 09:02:00,,,In Progress,
TKT000507,1658-BYGOY,Roaming Issue,High,Mobile App,2026-08-04 07:19:00,,,Escalated,
TKT000508,8450-LUGUK,Roaming Issue,Medium,Retail Store,2026-06-25 11:07:00,,,Escalated,
TKT000509,7963-GQRMY,Call Drops,Medium,Web Portal,2026-03-31 23:02:00,2026-04-01 23:38:00,24.6,Resolved,3.0
TKT000510,8399-YNDCH,SIM Issue,High,Web Portal,2026-07-19 21:41:00,2026-07-20 12:53:00,15.2,Closed,2.0
TKT000511,3597-MVHJT,SIM Issue,Medium,Chatbot,2026-02-05 21:33:00,2026-02-08 09:21:00,59.8,Resolved,4.0
TKT000512,4531-AUZNK,Network Slowdown,Critical,Chatbot,2026-03-01 13:17:00,2026-03-04 07:35:00,66.3,Resolved,2.0
TKT000513,7774-OJSXI,SIM Issue,Critical,Mobile App,2026-06-29 23:47:00,,,Escalated,
TKT000514,8286-AFUYI,Network Slowdown,Low,Web Portal,2026-03-22 23:57:00,,,Escalated,
TKT000515,7486-KSRVI,Roaming Issue,Low,Mobile App,2026-02-03 22:51:00,2026-02-04 13:33:00,14.7,Resolved,3.0
TKT000516,1196-AMORA,Network Slowdown,Critical,Chatbot,2026-05-02 13:27:00,2026-05-03 19:39:00,30.2,Closed,3.0
TKT000517,7493-TPUWZ,Plan Modification,Medium,Call Center,2026-01-30 18:04:00,2026-02-01 17:04:00,47.0,Resolved,3.0
TKT000518,3536-IQCTX,Network Slowdown,Low,Call Center,2026-08-01 21:30:00,,,Escalated,
TKT000519,2894-QOJRX,Billing Dispute,Critical,Chatbot,2026-04-20 13:57:00,2026-04-23 05:57:00,64.0,Resolved,1.0
TKT000520,1177-XZBJL,Broadband Outage,Medium,Mobile App,2026-07-15 23:53:00,2026-07-18 04:47:00,52.9,Closed,3.0
TKT000521,6368-TZZDT,Broadband Outage,High,Mobile App,2026-03-04 09:41:00,2026-03-04 14:53:00,5.2,Resolved,4.0
TKT000522,7901-TBKJX,Network Slowdown,High,Web Portal,2026-07-20 17:47:00,2026-07-21 13:23:00,19.6,Closed,5.0
TKT000523,0925-VYDLG,Call Drops,Medium,Chatbot,2026-05-31 21:01:00,2026-06-01 11:31:00,14.5,Closed,1.0
TKT000524,6258-NGCNG,Network Slowdown,Low,Chatbot,2026-02-20 08:16:00,,,In Progress,
TKT000525,5180-UCIIQ,Plan Modification,Low,Call Center,2026-01-02 13:31:00,,,Escalated,
TKT000526,5294-CDGWY,Plan Modification,Critical,Chatbot,2026-04-13 22:02:00,2026-04-16 16:20:00,66.3,Closed,3.0
TKT000527,8837-VVWLQ,Billing Dispute,High,Mobile App,2026-05-03 09:06:00,2026-05-03 22:42:00,13.6,Resolved,1.0
TKT000528,9894-QMIMJ,Network Slowdown,Medium,Web Portal,2026-06-19 23:45:00,2026-06-20 15:27:00,15.7,Resolved,2.0
TKT000529,1689-MRZQR,Broadband Outage,Low,Web Portal,2026-08-19 20:05:00,,,Escalated,
TKT000530,2225-ZRGSG,SIM Issue,High,Call Center,2026-02-10 22:54:00,2026-02-11 14:42:00,15.8,Resolved,3.0
TKT000531,5687-DKDTV,Billing Dispute,High,Web Portal,2026-02-08 15:37:00,2026-02-09 20:01:00,28.4,Resolved,3.0
TKT000532,3005-NFMTA,SIM Issue,Low,Chatbot,2026-05-03 10:10:00,2026-05-04 02:16:00,16.1,Closed,3.0
TKT000533,2382-BCKQJ,Call Drops,Medium,Chatbot,2026-08-24 23:26:00,,,In Progress,
TKT000534,1285-OKIPP,Plan Modification,Critical,Retail Store,2026-03-13 13:55:00,2026-03-15 23:19:00,57.4,Closed,1.0
TKT000535,3541-ZNUHK,SIM Issue,High,Web Portal,2026-05-09 08:19:00,2026-05-10 03:49:00,19.5,Closed,4.0
TKT000536,4116-IQRFR,SIM Issue,Medium,Call Center,2026-03-30 20:09:00,2026-04-01 15:45:00,43.6,Closed,1.0
TKT000537,7660-HDPJV,Call Drops,Low,Call Center,2026-01-18 18:18:00,2026-01-21 16:48:00,70.5,Closed,2.0
TKT000538,2775-SEFEE,SIM Issue,Critical,Retail Store,2026-01-26 14:14:00,2026-01-28 08:26:00,42.2,Resolved,3.0
TKT000539,3200-MNQTF,Network Slowdown,High,Web Portal,2026-06-25 21:55:00,,,In Progress,
TKT000540,5940-AHUHD,Call Drops,Medium,Call Center,2026-03-13 07:48:00,,,In Progress,
TKT000541,0886-QGENL,Call Drops,Critical,Web Portal,2026-04-18 10:45:00,,,Escalated,
TKT000542,1915-OAKWD,Call Drops,High,Retail Store,2026-02-26 11:30:00,2026-02-27 15:06:00,27.6,Resolved,5.0
TKT000543,6777-TGHTM,Call Drops,Low,Web Portal,2026-06-15 20:08:00,2026-06-18 17:08:00,69.0,Resolved,3.0
TKT000544,1226-UDFZR,Roaming Issue,Critical,Web Portal,2026-05-30 08:12:00,2026-05-30 23:06:00,14.9,Closed,2.0
TKT000545,3312-ZWLGF,Call Drops,Low,Chatbot,2026-02-28 10:09:00,2026-02-28 22:27:00,12.3,Closed,5.0
TKT000546,7748-UMTRK,Call Drops,Critical,Retail Store,2026-06-23 13:25:00,,,In Progress,
TKT000547,7501-IWUNG,SIM Issue,Low,Mobile App,2026-05-16 15:48:00,2026-05-17 03:12:00,11.4,Closed,5.0
TKT000548,3387-PLKUI,Network Slowdown,Medium,Mobile App,2026-05-25 11:56:00,,,In Progress,
TKT000549,4160-AMJTL,Call Drops,Medium,Web Portal,2026-08-25 18:32:00,,,Escalated,
TKT000550,0135-NMXAP,Roaming Issue,Low,Retail Store,2026-05-03 13:33:00,2026-05-05 15:09:00,49.6,Closed,1.0
TKT000551,3208-YPIOE,Broadband Outage,High,Retail Store,2026-07-25 23:26:00,2026-07-27 18:02:00,42.6,Closed,2.0
TKT000552,3521-HTQTV,Roaming Issue,Critical,Call Center,2026-04-02 12:15:00,2026-04-03 13:57:00,25.7,Closed,3.0
TKT000553,6776-TLWOI,Plan Modification,Medium,Web Portal,2026-05-03 11:08:00,,,In Progress,
TKT000554,2642-MAWLJ,SIM Issue,Critical,Web Portal,2026-04-13 07:35:00,,,In Progress,
TKT000555,1428-GTBJJ,SIM Issue,Medium,Web Portal,2026-01-30 22:15:00,2026-02-01 01:03:00,26.8,Closed,3.0
TKT000556,3308-DGHKL,Broadband Outage,Critical,Call Center,2026-04-05 20:12:00,2026-04-06 07:30:00,11.3,Resolved,5.0
TKT000557,9625-QSTYE,Network Slowdown,Medium,Retail Store,2026-07-24 19:46:00,2026-07-25 08:04:00,12.3,Closed,2.0
TKT000558,3404-JNXAX,Roaming Issue,High,Mobile App,2026-03-04 12:02:00,2026-03-06 01:08:00,37.1,Closed,3.0
TKT000559,3597-YASZG,SIM Issue,Medium,Call Center,2026-04-28 20:05:00,2026-04-30 06:23:00,34.3,Closed,3.0
TKT000560,8413-VONUO,Billing Dispute,Critical,Retail Store,2026-04-07 20:50:00,,,In Progress,
TKT000561,7634-HLQJR,Network Slowdown,High,Call Center,2026-08-27 10:38:00,2026-08-29 18:14:00,55.6,Closed,4.0
TKT000562,0565-IYCGT,Billing Dispute,Medium,Mobile App,2026-08-10 22:02:00,2026-08-13 17:44:00,67.7,Resolved,1.0
TKT000563,1450-SKCVI,SIM Issue,Critical,Web Portal,2026-06-25 16:46:00,2026-06-27 13:34:00,44.8,Closed,2.0
TKT000564,9350-VLHMB,SIM Issue,Critical,Call Center,2026-07-20 10:11:00,2026-07-20 14:47:00,4.6,Resolved,2.0
TKT000565,7503-QQRVF,Billing Dispute,Critical,Web Portal,2026-07-15 09:42:00,2026-07-17 12:48:00,51.1,Closed,1.0
TKT000566,7783-YKGDV,Call Drops,Medium,Web Portal,2026-01-03 13:01:00,2026-01-04 03:37:00,14.6,Resolved,2.0
TKT000567,0702-PGIBZ,Billing Dispute,Low,Web Portal,2026-08-14 14:18:00,2026-08-15 07:00:00,16.7,Closed,2.0
TKT000568,9850-OWRHQ,Plan Modification,High,Call Center,2026-02-15 13:31:00,2026-02-16 17:55:00,28.4,Closed,3.0
TKT000569,5442-UTCVD,Plan Modification,High,Retail Store,2026-01-25 20:37:00,2026-01-28 16:01:00,67.4,Resolved,1.0
TKT000570,5277-ZLOOR,Plan Modification,Low,Retail Store,2026-02-17 13:55:00,,,Escalated,
TKT000571,9057-MSWCO,Plan Modification,High,Retail Store,2026-02-14 21:40:00,,,In Progress,
TKT000572,2528-HFYZX,Call Drops,Low,Web Portal,2026-02-16 17:45:00,,,In Progress,
TKT000573,7521-YXVZY,Roaming Issue,Low,Retail Store,2026-06-28 23:44:00,,,In Progress,
TKT000574,0917-EZOLA,SIM Issue,Low,Chatbot,2026-07-23 12:26:00,2026-07-24 02:20:00,13.9,Resolved,2.0
TKT000575,6691-CCIHA,Plan Modification,Low,Call Center,2026-02-23 12:15:00,2026-02-25 06:51:00,42.6,Closed,4.0
TKT000576,4441-NIHPT,Roaming Issue,Low,Call Center,2026-02-02 17:25:00,,,Escalated,
TKT000577,2234-EOFPT,Call Drops,Medium,Chatbot,2026-07-20 20:17:00,,,Escalated,
TKT000578,7632-YUTXB,SIM Issue,Medium,Chatbot,2026-07-02 13:04:00,2026-07-02 23:04:00,10.0,Closed,3.0
TKT000579,0868-VJRDR,Broadband Outage,Critical,Mobile App,2026-01-30 16:57:00,2026-01-31 10:39:00,17.7,Resolved,1.0
TKT000580,5590-BYNII,Roaming Issue,High,Web Portal,2026-02-02 22:17:00,2026-02-04 11:47:00,37.5,Closed,3.0
TKT000581,9497-QCMMS,SIM Issue,Medium,Web Portal,2026-01-17 22:07:00,,,Escalated,
TKT000582,8740-CRYFY,SIM Issue,Critical,Call Center,2026-02-15 18:01:00,2026-02-17 20:19:00,50.3,Closed,3.0
TKT000583,4815-GBTCD,Billing Dispute,Medium,Web Portal,2026-04-18 16:13:00,,,Escalated,
TKT000584,9734-UYXQI,Billing Dispute,Low,Web Portal,2026-05-21 12:14:00,,,Escalated,
TKT000585,5876-HZVZM,Broadband Outage,Critical,Web Portal,2026-08-08 15:06:00,,,Escalated,
TKT000586,1436-ZMJAN,Call Drops,Medium,Call Center,2026-01-08 17:35:00,,,Escalated,
TKT000587,0952-KMEEH,Plan Modification,Medium,Mobile App,2026-04-11 07:09:00,,,Escalated,
TKT000588,1167-OYZJF,SIM Issue,Critical,Web Portal,2026-05-31 13:28:00,,,Escalated,
TKT000589,2475-MROZF,Billing Dispute,Low,Mobile App,2026-01-25 18:58:00,,,Escalated,
TKT000590,0329-GTIAJ,Broadband Outage,Low,Chatbot,2026-06-08 18:11:00,,,Escalated,
TKT000591,0689-NKYLF,Roaming Issue,Critical,Web Portal,2026-05-11 11:57:00,2026-05-13 08:45:00,44.8,Closed,3.0
TKT000592,3696-XRIEN,Broadband Outage,Critical,Retail Store,2026-06-16 15:44:00,,,Escalated,
TKT000593,3223-WZWJM,Broadband Outage,Critical,Retail Store,2026-02-13 13:33:00,2026-02-15 15:27:00,49.9,Closed,2.0
TKT000594,2568-OIADY,Billing Dispute,Low,Chatbot,2026-01-04 10:15:00,2026-01-05 11:57:00,25.7,Closed,1.0
TKT000595,7486-KSRVI,Network Slowdown,Low,Retail Store,2026-04-18 10:13:00,,,In Progress,
TKT000596,9451-LPGOO,Call Drops,Low,Web Portal,2026-04-11 16:59:00,,,Escalated,
TKT000597,6772-KSATR,Roaming Issue,Low,Web Portal,2026-05-07 15:07:00,2026-05-08 04:31:00,13.4,Resolved,3.0
TKT000598,3398-ZOUAA,Roaming Issue,High,Web Portal,2026-01-01 13:49:00,,,In Progress,
TKT000599,8404-VLQFB,Call Drops,High,Retail Store,2026-02-09 21:21:00,,,Escalated,
TKT000600,5192-EBGOV,Billing Dispute,High,Chatbot,2026-02-18 20:18:00,2026-02-19 13:42:00,17.4,Closed,2.0
TKT000601,3761-FLYZI,SIM Issue,Medium,Mobile App,2026-03-19 19:44:00,2026-03-22 08:26:00,60.7,Resolved,3.0
TKT000602,5520-FVEWJ,Network Slowdown,Critical,Retail Store,2026-07-17 14:49:00,2026-07-18 17:19:00,26.5,Resolved,2.0
TKT000603,9282-IZGQK,Network Slowdown,High,Mobile App,2026-08-10 17:27:00,2026-08-13 04:21:00,58.9,Resolved,1.0
TKT000604,5568-DMXZS,Network Slowdown,Low,Mobile App,2026-08-25 17:32:00,,,Escalated,
TKT000605,4007-NHVHI,Plan Modification,High,Retail Store,2026-05-14 10:08:00,,,Escalated,
TKT000606,2873-ZLIWT,Network Slowdown,Low,Chatbot,2026-01-20 09:49:00,,,Escalated,
TKT000607,4484-CGXFK,SIM Issue,Medium,Mobile App,2026-03-19 16:21:00,2026-03-20 18:51:00,26.5,Closed,1.0
TKT000608,8327-LZKAS,Billing Dispute,Low,Mobile App,2026-07-31 21:41:00,,,In Progress,
TKT000609,3585-ISXZP,Roaming Issue,Medium,Mobile App,2026-06-05 08:10:00,2026-06-07 19:22:00,59.2,Resolved,2.0
TKT000610,5949-EBSQK,Call Drops,High,Call Center,2026-07-04 19:02:00,2026-07-07 04:38:00,57.6,Closed,3.0
TKT000611,2533-QVMSK,Call Drops,Critical,Call Center,2026-08-21 15:45:00,2026-08-24 15:21:00,71.6,Resolved,2.0
TKT000612,6034-ZRYCV,SIM Issue,High,Web Portal,2026-04-05 21:09:00,,,Escalated,
TKT000613,5404-GGUKR,Roaming Issue,Critical,Call Center,2026-01-14 10:44:00,,,In Progress,
TKT000614,3208-YPIOE,Roaming Issue,Critical,Call Center,2026-08-07 14:45:00,,,In Progress,
TKT000615,6016-LVTJQ,Plan Modification,Medium,Web Portal,2026-03-10 21:51:00,2026-03-11 21:39:00,23.8,Closed,3.0
TKT000616,6867-ACCZI,Plan Modification,Medium,Web Portal,2026-03-31 14:51:00,2026-04-01 13:51:00,23.0,Closed,3.0
TKT000617,6317-YPKDH,Billing Dispute,High,Call Center,2026-01-04 15:01:00,2026-01-05 09:19:00,18.3,Closed,2.0
TKT000618,4680-KUTAJ,Roaming Issue,Critical,Mobile App,2026-02-17 11:05:00,2026-02-18 20:59:00,33.9,Resolved,3.0
TKT000619,6946-LMSQS,Billing Dispute,Low,Web Portal,2026-05-26 18:42:00,2026-05-28 10:36:00,39.9,Closed,3.0
TKT000620,7977-HXJKU,Call Drops,Critical,Web Portal,2026-02-11 09:08:00,2026-02-12 10:38:00,25.5,Resolved,3.0
TKT000621,1568-LJSZU,SIM Issue,Low,Retail Store,2026-07-24 11:41:00,2026-07-25 09:29:00,21.8,Resolved,5.0
TKT000622,6326-MTTXK,Plan Modification,High,Web Portal,2026-05-29 07:07:00,,,Escalated,
TKT000623,9518-XXBXE,Call Drops,Low,Chatbot,2026-04-04 11:51:00,,,In Progress,
TKT000624,8837-VVWLQ,Billing Dispute,Medium,Chatbot,2026-03-07 08:22:00,2026-03-09 16:04:00,55.7,Closed,1.0
TKT000625,8725-JEDFD,Roaming Issue,Medium,Call Center,2026-05-04 08:39:00,2026-05-05 01:09:00,16.5,Closed,3.0
TKT000626,2068-WWXQZ,Roaming Issue,Medium,Chatbot,2026-06-13 09:09:00,,,Escalated,
TKT000627,4735-ASGMA,Plan Modification,Medium,Mobile App,2026-04-03 13:46:00,2026-04-06 11:22:00,69.6,Closed,2.0
TKT000628,0325-XBFAC,Roaming Issue,Medium,Mobile App,2026-02-17 10:04:00,,,In Progress,
TKT000629,4433-JCGCG,Billing Dispute,Critical,Web Portal,2026-03-26 11:49:00,2026-03-27 07:55:00,20.1,Closed,1.0
TKT000630,3588-WSTTJ,Roaming Issue,Low,Mobile App,2026-06-22 09:32:00,,,Escalated,
TKT000631,5240-IJOQT,Network Slowdown,Low,Call Center,2026-03-12 10:08:00,2026-03-14 22:20:00,60.2,Resolved,1.0
TKT000632,1550-LOAHA,Plan Modification,Low,Mobile App,2026-08-22 13:52:00,2026-08-24 23:58:00,58.1,Closed,3.0
TKT000633,5373-SFODM,Billing Dispute,Critical,Call Center,2026-06-23 14:32:00,,,In Progress,
TKT000634,3893-JRNFS,Plan Modification,Medium,Mobile App,2026-04-28 14:26:00,,,Escalated,
TKT000635,5397-TUPSH,SIM Issue,Critical,Mobile App,2026-03-10 18:34:00,2026-03-13 02:34:00,56.0,Closed,3.0
TKT000636,5906-CVLHP,Network Slowdown,High,Retail Store,2026-03-09 16:34:00,2026-03-12 06:34:00,62.0,Resolved,2.0
TKT000637,3751-KTZEL,Call Drops,Medium,Chatbot,2026-03-31 23:06:00,,,In Progress,
TKT000638,7895-VONWT,Plan Modification,Medium,Mobile App,2026-08-13 16:13:00,,,In Progress,
TKT000639,6161-UUUTA,SIM Issue,Medium,Chatbot,2026-02-12 14:23:00,2026-02-15 01:11:00,58.8,Closed,1.0
TKT000640,3351-NQLDI,SIM Issue,Low,Chatbot,2026-08-30 21:03:00,2026-08-31 10:27:00,13.4,Closed,3.0
TKT000641,5271-DBYSJ,Plan Modification,Critical,Mobile App,2026-07-23 14:50:00,,,In Progress,
TKT000642,5260-UMPWX,Billing Dispute,Critical,Web Portal,2026-03-25 23:33:00,,,Escalated,
TKT000643,5202-IVJNU,Billing Dispute,Medium,Web Portal,2026-02-12 13:15:00,2026-02-15 02:21:00,61.1,Closed,1.0
TKT000644,3259-FDWOY,Network Slowdown,High,Web Portal,2026-04-12 19:49:00,,,Escalated,
TKT000645,7029-RPUAV,SIM Issue,Critical,Retail Store,2026-01-17 07:04:00,2026-01-18 15:28:00,32.4,Closed,3.0
TKT000646,4484-GLZOU,Plan Modification,Critical,Mobile App,2026-08-20 21:22:00,,,In Progress,
TKT000647,4598-XLKNJ,Roaming Issue,Medium,Chatbot,2026-02-14 08:25:00,2026-02-15 06:01:00,21.6,Closed,1.0
TKT000648,3588-WSTTJ,Billing Dispute,Low,Web Portal,2026-03-28 09:55:00,2026-03-29 06:13:00,20.3,Closed,4.0
TKT000649,5577-OTWWW,Network Slowdown,High,Retail Store,2026-06-07 17:10:00,,,In Progress,
TKT000650,3097-PYWXL,Broadband Outage,Critical,Mobile App,2026-07-29 09:38:00,2026-07-30 13:02:00,27.4,Closed,3.0
TKT000651,3012-VFFMN,Plan Modification,Critical,Chatbot,2026-05-25 10:15:00,,,In Progress,
TKT000652,5565-FILXA,Roaming Issue,Medium,Web Portal,2026-07-27 13:47:00,2026-07-29 08:29:00,42.7,Resolved,1.0
TKT000653,7924-GJZFI,Network Slowdown,Low,Retail Store,2026-07-15 15:46:00,,,In Progress,
TKT000654,8183-ONMXC,SIM Issue,High,Retail Store,2026-05-04 07:43:00,2026-05-04 15:07:00,7.4,Closed,2.0
TKT000655,3066-RRJIO,Network Slowdown,Low,Retail Store,2026-01-09 23:24:00,2026-01-12 23:06:00,71.7,Closed,2.0
TKT000656,0337-CNPZE,Billing Dispute,High,Retail Store,2026-06-14 21:31:00,2026-06-16 11:55:00,38.4,Closed,1.0
TKT000657,4335-UPJSI,Roaming Issue,High,Call Center,2026-08-28 09:00:00,2026-08-29 21:36:00,36.6,Resolved,4.0
TKT000658,6172-FECYY,Broadband Outage,Low,Web Portal,2026-08-06 20:24:00,,,Escalated,
TKT000659,3647-GMGDH,Plan Modification,High,Retail Store,2026-08-22 16:59:00,2026-08-23 13:35:00,20.6,Resolved,1.0
TKT000660,6469-QJKZW,Roaming Issue,Critical,Call Center,2026-01-01 11:28:00,2026-01-04 03:40:00,64.2,Closed,3.0
TKT000661,4992-LTJNE,Broadband Outage,Critical,Mobile App,2026-04-04 11:50:00,,,Escalated,
TKT000662,4195-SMMNX,Billing Dispute,Critical,Call Center,2026-01-16 08:14:00,,,Escalated,
TKT000663,1833-VGRUM,Broadband Outage,Low,Retail Store,2026-01-11 12:45:00,2026-01-14 03:57:00,63.2,Closed,3.0
TKT000664,2359-QWQUL,Plan Modification,High,Mobile App,2026-04-15 07:45:00,2026-04-16 11:45:00,28.0,Resolved,1.0
TKT000665,9415-TPKRV,Plan Modification,Critical,Mobile App,2026-01-15 10:35:00,,,In Progress,
TKT000666,2111-DWYHN,Network Slowdown,Low,Chatbot,2026-08-22 07:42:00,,,In Progress,
TKT000667,6166-ILMNY,Network Slowdown,High,Web Portal,2026-01-18 09:58:00,2026-01-18 21:16:00,11.3,Closed,1.0
TKT000668,8901-HJXTF,Plan Modification,Low,Call Center,2026-01-12 11:23:00,2026-01-13 14:05:00,26.7,Resolved,3.0
TKT000669,8205-OTCHB,Network Slowdown,Low,Call Center,2026-01-29 09:39:00,2026-01-31 09:27:00,47.8,Closed,2.0
TKT000670,5349-AZPEW,Call Drops,Low,Mobile App,2026-07-10 09:57:00,,,In Progress,
TKT000671,9274-CNFMO,Roaming Issue,Low,Chatbot,2026-07-31 14:29:00,2026-08-02 02:17:00,35.8,Resolved,2.0
TKT000672,2839-RFSQE,Network Slowdown,High,Web Portal,2026-02-04 19:32:00,2026-02-07 19:26:00,71.9,Closed,3.0
TKT000673,0014-BMAQU,Network Slowdown,Critical,Call Center,2026-08-20 18:00:00,2026-08-22 14:06:00,44.1,Resolved,4.0
TKT000674,3143-JQEGI,Call Drops,Critical,Web Portal,2026-05-09 13:59:00,2026-05-10 13:59:00,24.0,Resolved,1.0
TKT000675,6845-RGTYS,Plan Modification,High,Chatbot,2026-01-02 18:51:00,2026-01-04 19:57:00,49.1,Resolved,3.0
TKT000676,7379-POKDZ,Billing Dispute,Critical,Web Portal,2026-06-15 21:58:00,,,In Progress,
TKT000677,9274-CNFMO,Plan Modification,Medium,Mobile App,2026-07-23 13:53:00,2026-07-26 08:47:00,66.9,Closed,2.0
TKT000678,8519-QJGJD,SIM Issue,Critical,Call Center,2026-07-23 10:03:00,,,Escalated,
TKT000679,1262-OPMFY,Network Slowdown,High,Call Center,2026-08-13 14:40:00,,,Escalated,
TKT000680,7375-WMVMT,Roaming Issue,Low,Retail Store,2026-06-08 19:08:00,2026-06-11 15:08:00,68.0,Closed,3.0
TKT000681,1471-GIQKQ,Broadband Outage,Low,Web Portal,2026-03-03 15:41:00,,,Escalated,
TKT000682,0880-TKATG,Broadband Outage,Medium,Chatbot,2026-01-11 21:13:00,2026-01-14 11:01:00,61.8,Closed,2.0
TKT000683,9554-DFKIC,Roaming Issue,High,Web Portal,2026-06-26 20:07:00,2026-06-28 02:43:00,30.6,Closed,3.0
TKT000684,0923-PNFUB,Call Drops,Critical,Web Portal,2026-03-05 16:46:00,,,Escalated,
TKT000685,2129-ALKBS,Plan Modification,Medium,Mobile App,2026-03-22 14:16:00,,,Escalated,
TKT000686,8020-BWHYL,Roaming Issue,Critical,Call Center,2026-03-13 08:38:00,2026-03-15 08:32:00,47.9,Closed,3.0
TKT000687,2789-HQBOU,SIM Issue,High,Retail Store,2026-01-21 20:49:00,,,In Progress,
TKT000688,5052-PNLOS,Broadband Outage,Low,Web Portal,2026-01-27 17:26:00,2026-01-28 03:50:00,10.4,Resolved,3.0
TKT000689,7483-IQWIB,SIM Issue,Critical,Retail Store,2026-03-12 13:45:00,,,Escalated,
