bill_id,customer_id,billing_period,bill_date,due_date,base_amount,additional_charges,discount_amount,tax_amount,total_amount,payment_status
BIL0006145,2322-VCZHZ,2026-06,2026-06-01,2026-06-16,90.0,0.0,0.0,16.2,106.2,Paid
BIL0006146,5010-IPEAQ,2026-06,2026-06-01,2026-06-16,54.2,0.0,0.0,9.76,63.96,Paid
BIL0006147,4009-ALQFH,2026-06,2026-06-01,2026-06-16,99.5,0.0,25.0,13.41,87.91,Paid
BIL0006148,6383-ZTSIW,2026-06,2026-06-01,2026-06-16,99.1,50.0,25.0,22.34,146.44,Pending
BIL0006149,8990-YOZLV,2026-06,2026-06-01,2026-06-16,66.9,0.0,50.0,3.04,19.94,Paid
BIL0006150,3069-SSVSN,2026-06,2026-06-01,2026-06-16,25.85,0.0,50.0,0.0,0.0,Paid
BIL0006151,5222-IMUKT,2026-06,2026-06-01,2026-06-16,91.05,0.0,25.0,11.89,77.94,Paid
BIL0006152,3627-FCRDW,2026-06,2026-06-01,2026-06-16,71.0,0.0,25.0,8.28,54.28,Paid
BIL0006153,7562-GSUHK,2026-06,2026-06-01,2026-06-16,93.2,100.0,0.0,34.78,227.98,Paid
BIL0006154,6685-XSHHU,2026-06,2026-06-01,2026-06-16,20.95,100.0,0.0,21.77,142.72,Paid
BIL0006155,8901-UPRHR,2026-06,2026-06-01,2026-06-16,109.2,0.0,0.0,19.66,128.86,Paid
BIL0006156,4903-UYAVB,2026-06,2026-06-01,2026-06-16,19.35,0.0,0.0,3.48,22.83,Paid
BIL0006157,0118-JPNOY,2026-06,2026-06-01,2026-06-16,85.8,50.0,50.0,15.44,101.24,Paid
BIL0006158,6776-TLWOI,2026-06,2026-06-01,2026-06-16,19.85,150.0,25.0,26.07,170.92,Paid
BIL0006159,3845-FXCYS,2026-06,2026-06-01,2026-06-16,19.65,0.0,0.0,3.54,23.19,Overdue
BIL0006160,5857-XRECV,2026-06,2026-06-01,2026-06-16,20.5,0.0,50.0,0.0,0.0,Paid
BIL0006161,0725-CXOTM,2026-06,2026-06-01,2026-06-16,89.65,50.0,0.0,25.14,164.79,Paid
BIL0006162,4343-EJVQB,2026-06,2026-06-01,2026-06-16,74.35,150.0,50.0,31.38,205.73,Paid
BIL0006163,9000-PLFUZ,2026-06,2026-06-01,2026-06-16,49.45,0.0,25.0,4.4,28.85,Paid
BIL0006164,3427-GGZZI,2026-06,2026-06-01,2026-06-16,89.1,0.0,0.0,16.04,105.14,Paid
BIL0006165,7779-ORAEL,2026-06,2026-06-01,2026-06-16,75.15,0.0,0.0,13.53,88.68,Overdue
BIL0006166,0644-OQMDK,2026-06,2026-06-01,2026-06-16,70.65,150.0,0.0,39.72,260.37,Paid
BIL0006167,4077-CROMM,2026-06,2026-06-01,2026-06-16,104.2,0.0,0.0,18.76,122.96,Paid
BIL0006168,3154-CFSZG,2026-06,2026-06-01,2026-06-16,90.05,100.0,0.0,34.21,224.26,Paid
BIL0006169,2868-MZAGQ,2026-06,2026-06-01,2026-06-16,79.25,50.0,25.0,18.77,123.02,Paid
BIL0006170,4847-QNOKA,2026-06,2026-06-01,2026-06-16,44.9,100.0,0.0,26.08,170.98,Paid
BIL0006171,2220-IAHLS,2026-06,2026-06-01,2026-06-16,19.4,0.0,50.0,0.0,0.0,Paid
BIL0006172,1658-XUHBX,2026-06,2026-06-01,2026-06-16,88.75,0.0,25.0,11.47,75.22,Pending
BIL0006173,6379-RXJRQ,2026-06,2026-06-01,2026-06-16,70.1,150.0,25.0,35.12,230.22,Paid
BIL0006174,2378-HTWFW,2026-06,2026-06-01,2026-06-16,91.0,0.0,0.0,16.38,107.38,Paid
BIL0006175,8650-RHRKE,2026-06,2026-06-01,2026-06-16,29.65,100.0,50.0,14.34,93.99,Paid
BIL0006176,4377-VDHYI,2026-06,2026-06-01,2026-06-16,90.8,150.0,0.0,43.34,284.14,Paid
BIL0006177,0475-RIJEP,2026-06,2026-06-01,2026-06-16,77.85,0.0,50.0,5.01,32.86,Paid
BIL0006178,1260-TTRXI,2026-06,2026-06-01,2026-06-16,54.3,100.0,0.0,27.77,182.07,Paid
BIL0006179,3719-TDVQB,2026-06,2026-06-01,2026-06-16,18.95,0.0,50.0,0.0,0.0,Paid
BIL0006180,6328-ZPBGN,2026-06,2026-06-01,2026-06-16,95.15,150.0,0.0,44.13,289.28,Paid
BIL0006181,0201-MIBOL,2026-06,2026-06-01,2026-06-16,102.4,50.0,0.0,27.43,179.83,Paid
BIL0006182,4937-QPZPO,2026-06,2026-06-01,2026-06-16,99.9,0.0,0.0,17.98,117.88,Paid
BIL0006183,2925-VDZHY,2026-06,2026-06-01,2026-06-16,88.7,50.0,25.0,20.47,134.17,Overdue
BIL0006184,6981-TDRFT,2026-06,2026-06-01,2026-06-16,54.3,0.0,0.0,9.77,64.07,Paid
BIL0006185,3413-CSSTH,2026-06,2026-06-01,2026-06-16,55.7,100.0,50.0,19.03,124.73,Paid
BIL0006186,8033-VCZGH,2026-06,2026-06-01,2026-06-16,103.95,0.0,0.0,18.71,122.66,Paid
BIL0006187,4789-KWMXN,2026-06,2026-06-01,2026-06-16,110.85,0.0,50.0,10.95,71.8,Paid
BIL0006188,0224-NIJLP,2026-06,2026-06-01,2026-06-16,20.15,150.0,0.0,30.63,200.78,Paid
BIL0006189,7542-CYDDM,2026-06,2026-06-01,2026-06-16,20.05,50.0,25.0,8.11,53.16,Paid
BIL0006190,4718-WXBGI,2026-06,2026-06-01,2026-06-16,91.95,150.0,25.0,39.05,256.0,Paid
BIL0006191,2867-UIMSS,2026-06,2026-06-01,2026-06-16,80.5,150.0,25.0,36.99,242.49,Paid
BIL0006192,8495-PRWFH,2026-06,2026-06-01,2026-06-16,55.65,0.0,0.0,10.02,65.67,Paid
BIL0006193,0439-IFYUN,2026-06,2026-06-01,2026-06-16,74.7,50.0,0.0,22.45,147.15,Paid
BIL0006194,5716-LIBJC,2026-06,2026-06-01,2026-06-16,104.15,0.0,25.0,14.25,93.4,Paid
BIL0006195,2868-LLSKM,2026-06,2026-06-01,2026-06-16,83.65,0.0,0.0,15.06,98.71,Pending
BIL0006196,8111-RKSPX,2026-06,2026-06-01,2026-06-16,72.2,50.0,50.0,13.0,85.2,Paid
BIL0006197,2988-QRAJY,2026-06,2026-06-01,2026-06-16,110.05,50.0,0.0,28.81,188.86,Paid
BIL0006198,1585-MQSSU,2026-06,2026-06-01,2026-06-16,51.5,150.0,25.0,31.77,208.27,Paid
BIL0006199,0071-NDAFP,2026-06,2026-06-01,2026-06-16,25.5,0.0,50.0,0.0,0.0,Paid
BIL0006200,2856-NNASM,2026-06,2026-06-01,2026-06-16,89.55,0.0,50.0,7.12,46.67,Paid
BIL0006201,7328-ZJAJO,2026-06,2026-06-01,2026-06-16,19.5,0.0,0.0,3.51,23.01,Paid
BIL0006202,6458-CYIDZ,2026-06,2026-06-01,2026-06-16,80.7,50.0,0.0,23.53,154.23,Paid
BIL0006203,8559-CIZFV,2026-06,2026-06-01,2026-06-16,77.5,50.0,0.0,22.95,150.45,Paid
BIL0006204,1090-PYKCI,2026-06,2026-06-01,2026-06-16,105.1,0.0,0.0,18.92,124.02,Pending
BIL0006205,3058-WQDRE,2026-06,2026-06-01,2026-06-16,25.15,150.0,0.0,31.53,206.68,Paid
BIL0006206,7547-EKNFS,2026-06,2026-06-01,2026-06-16,95.25,0.0,0.0,17.14,112.39,Paid
BIL0006207,2279-AXJJK,2026-06,2026-06-01,2026-06-16,95.65,100.0,0.0,35.22,230.87,Paid
BIL0006208,6769-DYBQN,2026-06,2026-06-01,2026-06-16,85.0,0.0,50.0,6.3,41.3,Paid
BIL0006209,0909-SELIE,2026-06,2026-06-01,2026-06-16,80.8,100.0,0.0,32.54,213.34,Paid
BIL0006210,3417-TSCIC,2026-06,2026-06-01,2026-06-16,24.85,0.0,0.0,4.47,29.32,Overdue
BIL0006211,1042-HFUCW,2026-06,2026-06-01,2026-06-16,54.75,0.0,0.0,9.86,64.61,Paid
BIL0006212,4439-JMPMT,2026-06,2026-06-01,2026-06-16,85.75,0.0,50.0,6.43,42.18,Overdue
BIL0006213,6537-OTKMY,2026-06,2026-06-01,2026-06-16,50.75,0.0,25.0,4.63,30.38,Paid
BIL0006214,8999-EXMNO,2026-06,2026-06-01,2026-06-16,20.15,100.0,25.0,17.13,112.28,Paid
BIL0006215,6725-TPKJO,2026-06,2026-06-01,2026-06-16,20.05,50.0,0.0,12.61,82.66,Paid
BIL0006216,2446-BEGGB,2026-06,2026-06-01,2026-06-16,98.25,0.0,0.0,17.68,115.93,Pending
BIL0006217,7162-WPHPM,2026-06,2026-06-01,2026-06-16,71.6,0.0,25.0,8.39,54.99,Paid
BIL0006218,1599-MMYRQ,2026-06,2026-06-01,2026-06-16,81.45,150.0,50.0,32.66,214.11,Overdue
BIL0006219,8821-KVZKQ,2026-06,2026-06-01,2026-06-16,58.4,0.0,25.0,6.01,39.41,Paid
BIL0006220,1496-GGSUK,2026-06,2026-06-01,2026-06-16,25.7,0.0,25.0,0.13,0.83,Paid
BIL0006221,6434-TTGJP,2026-06,2026-06-01,2026-06-16,53.7,150.0,0.0,36.67,240.37,Pending
BIL0006222,0042-JVWOJ,2026-06,2026-06-01,2026-06-16,19.6,150.0,0.0,30.53,200.13,Paid
BIL0006223,0130-SXOUN,2026-06,2026-06-01,2026-06-16,89.4,0.0,50.0,7.09,46.49,Paid
BIL0006224,2575-GFSOE,2026-06,2026-06-01,2026-06-16,69.0,0.0,50.0,3.42,22.42,Paid
BIL0006225,2330-PQGDQ,2026-06,2026-06-01,2026-06-16,84.2,0.0,25.0,10.66,69.86,Paid
BIL0006226,1452-UZOSF,2026-06,2026-06-01,2026-06-16,106.1,0.0,0.0,19.1,125.2,Pending
BIL0006227,2097-YVPKN,2026-06,2026-06-01,2026-06-16,25.75,0.0,0.0,4.63,30.38,Overdue
BIL0006228,2842-JTCCU,2026-06,2026-06-01,2026-06-16,46.05,0.0,25.0,3.79,24.84,Paid
BIL0006229,8597-CTXVJ,2026-06,2026-06-01,2026-06-16,64.95,0.0,50.0,2.69,17.64,Paid
BIL0006230,6631-HMANX,2026-06,2026-06-01,2026-06-16,85.45,0.0,0.0,15.38,100.83,Pending
BIL0006231,9962-BFPDU,2026-06,2026-06-01,2026-06-16,20.05,0.0,25.0,0.0,0.0,Paid
BIL0006232,3296-SILRA,2026-06,2026-06-01,2026-06-16,76.4,0.0,0.0,13.75,90.15,Paid
BIL0006233,9681-OXGVC,2026-06,2026-06-01,2026-06-16,100.5,100.0,0.0,36.09,236.59,Overdue
BIL0006234,6394-HHHZM,2026-06,2026-06-01,2026-06-16,20.7,0.0,25.0,0.0,0.0,Paid
BIL0006235,5995-LFTLE,2026-06,2026-06-01,2026-06-16,25.3,50.0,0.0,13.55,88.85,Paid
BIL0006236,5180-UCIIQ,2026-06,2026-06-01,2026-06-16,40.05,100.0,0.0,25.21,165.26,Paid
BIL0006237,1932-UEDCX,2026-06,2026-06-01,2026-06-16,100.6,0.0,50.0,9.11,59.71,Paid
BIL0006238,7153-OANIO,2026-06,2026-06-01,2026-06-16,69.95,0.0,50.0,3.59,23.54,Paid
BIL0006239,5188-HGMLP,2026-06,2026-06-01,2026-06-16,74.0,0.0,25.0,8.82,57.82,Paid
BIL0006240,0665-XHDJU,2026-06,2026-06-01,2026-06-16,99.4,100.0,50.0,26.89,176.29,Overdue
BIL0006241,6521-YYTYI,2026-06,2026-06-01,2026-06-16,93.3,50.0,0.0,25.79,169.09,Paid
BIL0006242,8878-HMWBV,2026-06,2026-06-01,2026-06-16,49.15,0.0,0.0,8.85,58.0,Paid
BIL0006243,8265-HKSOW,2026-06,2026-06-01,2026-06-16,107.45,150.0,0.0,46.34,303.79,Paid
BIL0006244,3544-FBCAS,2026-06,2026-06-01,2026-06-16,83.6,50.0,50.0,15.05,98.65,Overdue
BIL0006245,5331-RGMTT,2026-06,2026-06-01,2026-06-16,99.05,150.0,0.0,44.83,293.88,Pending
BIL0006246,4759-PXTAN,2026-06,2026-06-01,2026-06-16,80.1,0.0,0.0,14.42,94.52,Paid
BIL0006247,7054-DMVAS,2026-06,2026-06-01,2026-06-16,65.3,100.0,25.0,25.25,165.55,Paid
BIL0006248,3428-MMGUB,2026-06,2026-06-01,2026-06-16,89.55,50.0,0.0,25.12,164.67,Paid
BIL0006249,6549-BTYPG,2026-06,2026-06-01,2026-06-16,60.8,0.0,0.0,10.94,71.74,Pending
BIL0006250,7823-JSOAG,2026-06,2026-06-01,2026-06-16,74.5,50.0,0.0,22.41,146.91,Paid
BIL0006251,3705-RHRFR,2026-06,2026-06-01,2026-06-16,99.15,150.0,25.0,40.35,264.5,Paid
BIL0006252,9374-YOLBJ,2026-06,2026-06-01,2026-06-16,19.25,50.0,0.0,12.46,81.71,Paid
BIL0006253,9074-KGVOX,2026-06,2026-06-01,2026-06-16,39.45,100.0,25.0,20.6,135.05,Paid
BIL0006254,6128-DAFVY,2026-06,2026-06-01,2026-06-16,44.85,50.0,50.0,8.07,52.92,Paid
BIL0006255,9933-QRGTX,2026-06,2026-06-01,2026-06-16,97.2,100.0,25.0,31.0,203.2,Paid
BIL0006256,4476-OSWTN,2026-06,2026-06-01,2026-06-16,110.55,100.0,0.0,37.9,248.45,Overdue
BIL0006257,3751-KTZEL,2026-06,2026-06-01,2026-06-16,35.05,0.0,50.0,0.0,0.0,Paid
BIL0006258,1977-STDKI,2026-06,2026-06-01,2026-06-16,73.0,0.0,25.0,8.64,56.64,Paid
BIL0006259,5066-GFJMM,2026-06,2026-06-01,2026-06-16,19.9,50.0,0.0,12.58,82.48,Paid
BIL0006260,2661-GKBTK,2026-06,2026-06-01,2026-06-16,76.95,150.0,0.0,40.85,267.8,Paid
BIL0006261,0458-HEUZG,2026-06,2026-06-01,2026-06-16,35.4,0.0,25.0,1.87,12.27,Pending
BIL0006262,7268-WNTCP,2026-06,2026-06-01,2026-06-16,20.45,0.0,25.0,0.0,0.0,Paid
BIL0006263,0824-VWDPO,2026-06,2026-06-01,2026-06-16,96.75,50.0,0.0,26.41,173.16,Paid
BIL0006264,8409-WQJUX,2026-06,2026-06-01,2026-06-16,54.2,0.0,0.0,9.76,63.96,Paid
BIL0006265,2578-JQPHZ,2026-06,2026-06-01,2026-06-16,100.1,150.0,50.0,36.02,236.12,Paid
BIL0006266,3278-FSIXX,2026-06,2026-06-01,2026-06-16,45.25,0.0,50.0,0.0,0.0,Paid
BIL0006267,5813-UECBU,2026-06,2026-06-01,2026-06-16,83.85,150.0,50.0,33.09,216.94,Paid
BIL0006268,0328-GRPMV,2026-06,2026-06-01,2026-06-16,70.1,0.0,0.0,12.62,82.72,Paid
BIL0006269,9746-UGFAC,2026-06,2026-06-01,2026-06-16,20.85,0.0,50.0,0.0,0.0,Overdue
BIL0006270,2946-KIQSP,2026-06,2026-06-01,2026-06-16,33.45,150.0,25.0,28.52,186.97,Paid
BIL0006271,0625-AFOHS,2026-06,2026-06-01,2026-06-16,20.2,0.0,25.0,0.0,0.0,Paid
BIL0006272,6726-WEXXK,2026-06,2026-06-01,2026-06-16,85.9,0.0,0.0,15.46,101.36,Paid
BIL0006273,4636-OLWOE,2026-06,2026-06-01,2026-06-16,61.0,0.0,25.0,6.48,42.48,Paid
BIL0006274,4342-HENTK,2026-06,2026-06-01,2026-06-16,70.65,100.0,0.0,30.72,201.37,Paid
BIL0006275,4685-ERGHK,2026-06,2026-06-01,2026-06-16,86.9,150.0,0.0,42.64,279.54,Paid
BIL0006276,0885-HMGPY,2026-06,2026-06-01,2026-06-16,69.4,50.0,25.0,16.99,111.39,Pending
BIL0006277,5003-OKNNK,2026-06,2026-06-01,2026-06-16,20.35,0.0,25.0,0.0,0.0,Paid
BIL0006278,4195-SMMNX,2026-06,2026-06-01,2026-06-16,20.35,0.0,0.0,3.66,24.01,Paid
BIL0006279,7208-PSIHR,2026-06,2026-06-01,2026-06-16,104.3,0.0,50.0,9.77,64.07,Paid
BIL0006280,4012-ZTHBR,2026-06,2026-06-01,2026-06-16,44.95,100.0,0.0,26.09,171.04,Paid
BIL0006281,0489-WMEMG,2026-06,2026-06-01,2026-06-16,49.45,100.0,0.0,26.9,176.35,Pending
BIL0006282,7435-ZNUYY,2026-06,2026-06-01,2026-06-16,20.6,0.0,25.0,0.0,0.0,Paid
BIL0006283,1354-YZFNB,2026-06,2026-06-01,2026-06-16,19.55,0.0,25.0,0.0,0.0,Paid
BIL0006284,6956-SMUCM,2026-06,2026-06-01,2026-06-16,99.0,50.0,0.0,26.82,175.82,Pending
BIL0006285,2985-FMWYF,2026-06,2026-06-01,2026-06-16,93.5,100.0,25.0,30.33,198.83,Paid
BIL0006286,2812-ENYMO,2026-06,2026-06-01,2026-06-16,54.55,0.0,0.0,9.82,64.37,Paid
BIL0006287,2717-HVIZY,2026-06,2026-06-01,2026-06-16,20.05,100.0,25.0,17.11,112.16,Paid
BIL0006288,3223-WZWJM,2026-06,2026-06-01,2026-06-16,83.95,100.0,0.0,33.11,217.06,Paid
BIL0006289,3422-GALYP,2026-06,2026-06-01,2026-06-16,79.45,0.0,25.0,9.8,64.25,Pending
BIL0006290,9053-JZFKV,2026-06,2026-06-01,2026-06-16,116.2,150.0,0.0,47.92,314.12,Pending
BIL0006291,2530-ENDWQ,2026-06,2026-06-01,2026-06-16,93.7,100.0,25.0,30.37,199.07,Paid
BIL0006292,2890-WFBHU,2026-06,2026-06-01,2026-06-16,79.85,150.0,0.0,41.37,271.22,Paid
BIL0006293,0327-WFZSY,2026-06,2026-06-01,2026-06-16,100.0,0.0,25.0,13.5,88.5,Paid
BIL0006294,7977-HXJKU,2026-06,2026-06-01,2026-06-16,19.6,0.0,0.0,3.53,23.13,Paid
BIL0006295,6615-ZGEDR,2026-06,2026-06-01,2026-06-16,19.7,0.0,0.0,3.55,23.25,Paid
BIL0006296,7033-CLAMM,2026-06,2026-06-01,2026-06-16,20.2,100.0,25.0,17.14,112.34,Paid
BIL0006297,4023-RTIQM,2026-06,2026-06-01,2026-06-16,50.4,150.0,50.0,27.07,177.47,Paid
BIL0006298,0864-FVJNJ,2026-06,2026-06-01,2026-06-16,113.35,150.0,0.0,47.4,310.75,Paid
BIL0006299,7356-IWLFW,2026-06,2026-06-01,2026-06-16,80.0,100.0,25.0,27.9,182.9,Paid
BIL0006300,9541-PWTWO,2026-06,2026-06-01,2026-06-16,80.95,50.0,0.0,23.57,154.52,Paid
BIL0006301,3967-VQOGC,2026-06,2026-06-01,2026-06-16,24.9,150.0,25.0,26.98,176.88,Pending
BIL0006302,7872-RDDLZ,2026-06,2026-06-01,2026-06-16,54.9,150.0,50.0,27.88,182.78,Paid
BIL0006303,9250-WYPLL,2026-06,2026-06-01,2026-06-16,75.55,100.0,50.0,22.6,148.15,Overdue
BIL0006304,6308-CQRBU,2026-06,2026-06-01,2026-06-16,109.25,100.0,50.0,28.66,187.91,Paid
BIL0006305,2754-XBHTB,2026-06,2026-06-01,2026-06-16,77.65,0.0,50.0,4.98,32.63,Paid
BIL0006306,1597-LHYNC,2026-06,2026-06-01,2026-06-16,95.0,150.0,0.0,44.1,289.1,Paid
BIL0006307,0186-CAERR,2026-06,2026-06-01,2026-06-16,116.3,150.0,0.0,47.93,314.23,Paid
BIL0006308,3043-SUDUA,2026-06,2026-06-01,2026-06-16,19.9,0.0,0.0,3.58,23.48,Paid
BIL0006309,5442-BHQNG,2026-06,2026-06-01,2026-06-16,70.35,100.0,50.0,21.66,142.01,Paid
BIL0006310,2169-RRLFW,2026-06,2026-06-01,2026-06-16,25.6,150.0,25.0,27.11,177.71,Paid
BIL0006311,5872-OEQNH,2026-06,2026-06-01,2026-06-16,44.45,0.0,0.0,8.0,52.45,Paid
BIL0006312,3162-KKZXO,2026-06,2026-06-01,2026-06-16,100.15,150.0,0.0,45.03,295.18,Paid
BIL0006313,7055-VKGDA,2026-06,2026-06-01,2026-06-16,105.4,150.0,0.0,45.97,301.37,Paid
BIL0006314,0754-UKWQP,2026-06,2026-06-01,2026-06-16,95.85,0.0,50.0,8.25,54.1,Paid
BIL0006315,8873-GLDMH,2026-06,2026-06-01,2026-06-16,73.85,150.0,25.0,35.79,234.64,Paid
BIL0006316,5696-JVVQY,2026-06,2026-06-01,2026-06-16,70.1,150.0,0.0,39.62,259.72,Paid
BIL0006317,8946-BFWSG,2026-06,2026-06-01,2026-06-16,25.25,0.0,0.0,4.54,29.79,Paid
BIL0006318,7493-TPUWZ,2026-06,2026-06-01,2026-06-16,79.15,0.0,25.0,9.75,63.9,Paid
BIL0006319,0547-HURJB,2026-06,2026-06-01,2026-06-16,21.05,0.0,50.0,0.0,0.0,Paid
BIL0006320,8904-OPDCK,2026-06,2026-06-01,2026-06-16,24.95,0.0,25.0,0.0,0.0,Paid
BIL0006321,8845-LWKGE,2026-06,2026-06-01,2026-06-16,64.5,150.0,50.0,29.61,194.11,Paid
BIL0006322,1577-HKTFG,2026-06,2026-06-01,2026-06-16,19.65,0.0,0.0,3.54,23.19,Paid
BIL0006323,8752-STIVR,2026-06,2026-06-01,2026-06-16,79.0,0.0,0.0,14.22,93.22,Paid
BIL0006324,0691-NIKRI,2026-06,2026-06-01,2026-06-16,105.95,100.0,25.0,32.57,213.52,Paid
BIL0006325,5022-JNQEQ,2026-06,2026-06-01,2026-06-16,75.85,0.0,50.0,4.65,30.5,Overdue
BIL0006326,4558-FANTW,2026-06,2026-06-01,2026-06-16,91.85,150.0,50.0,34.53,226.38,Paid
BIL0006327,3249-VHRIP,2026-06,2026-06-01,2026-06-16,43.6,100.0,0.0,25.85,169.45,Paid
BIL0006328,3736-BLEPA,2026-06,2026-06-01,2026-06-16,91.25,0.0,25.0,11.92,78.17,Paid
BIL0006329,4701-LKOZD,2026-06,2026-06-01,2026-06-16,89.75,0.0,25.0,11.65,76.4,Paid
BIL0006330,6603-QWSPR,2026-06,2026-06-01,2026-06-16,104.4,0.0,50.0,9.79,64.19,Paid
BIL0006331,9921-QFQUL,2026-06,2026-06-01,2026-06-16,90.15,0.0,25.0,11.73,76.88,Paid
BIL0006332,1929-ZCBHE,2026-06,2026-06-01,2026-06-16,40.3,0.0,0.0,7.25,47.55,Paid
BIL0006333,4378-MYPGO,2026-06,2026-06-01,2026-06-16,105.25,150.0,25.0,41.45,271.7,Paid
BIL0006334,8651-ENBZX,2026-06,2026-06-01,2026-06-16,106.0,150.0,25.0,41.58,272.58,Paid
BIL0006335,4129-LYCOI,2026-06,2026-06-01,2026-06-16,104.0,0.0,0.0,18.72,122.72,Paid
BIL0006336,7798-JVXYM,2026-06,2026-06-01,2026-06-16,69.65,100.0,0.0,30.54,200.19,Paid
BIL0006337,8647-SDTWQ,2026-06,2026-06-01,2026-06-16,74.3,50.0,0.0,22.37,146.67,Paid
BIL0006338,2696-ECXKC,2026-06,2026-06-01,2026-06-16,100.9,0.0,50.0,9.16,60.06,Paid
BIL0006339,2081-KJSQF,2026-06,2026-06-01,2026-06-16,20.25,50.0,50.0,3.65,23.9,Paid
BIL0006340,7623-TRNQN,2026-06,2026-06-01,2026-06-16,49.9,100.0,50.0,17.98,117.88,Paid
BIL0006341,3323-CPBWR,2026-06,2026-06-01,2026-06-16,96.9,0.0,0.0,17.44,114.34,Paid
BIL0006342,9330-IJWIO,2026-06,2026-06-01,2026-06-16,100.35,50.0,50.0,18.06,118.41,Paid
BIL0006343,3384-CTMSF,2026-06,2026-06-01,2026-06-16,104.1,0.0,25.0,14.24,93.34,Paid
BIL0006344,0902-RFHOF,2026-06,2026-06-01,2026-06-16,20.1,100.0,25.0,17.12,112.22,Paid
BIL0006345,9286-DOJGF,2026-06,2026-06-01,2026-06-16,74.95,0.0,25.0,8.99,58.94,Paid
BIL0006346,6048-QBXKL,2026-06,2026-06-01,2026-06-16,56.55,50.0,0.0,19.18,125.73,Paid
BIL0006347,9661-MHUMO,2026-06,2026-06-01,2026-06-16,49.25,0.0,50.0,0.0,0.0,Paid
BIL0006348,7718-RXDGG,2026-06,2026-06-01,2026-06-16,68.6,100.0,50.0,21.35,139.95,Paid
BIL0006349,1025-FALIX,2026-06,2026-06-01,2026-06-16,69.05,0.0,0.0,12.43,81.48,Paid
BIL0006350,3451-VAWLI,2026-06,2026-06-01,2026-06-16,19.7,0.0,0.0,3.55,23.25,Paid
BIL0006351,3407-QGWLG,2026-06,2026-06-01,2026-06-16,20.05,0.0,0.0,3.61,23.66,Paid
BIL0006352,1842-EZJMK,2026-06,2026-06-01,2026-06-16,103.7,150.0,50.0,36.67,240.37,Paid
BIL0006353,2347-WKKAE,2026-06,2026-06-01,2026-06-16,94.4,0.0,50.0,7.99,52.39,Paid
BIL0006354,8735-DCXNF,2026-06,2026-06-01,2026-06-16,54.95,150.0,50.0,27.89,182.84,Pending
BIL0006355,3214-IYUUQ,2026-06,2026-06-01,2026-06-16,93.7,100.0,25.0,30.37,199.07,Paid
BIL0006356,1936-UAFEH,2026-06,2026-06-01,2026-06-16,110.25,0.0,0.0,19.84,130.09,Paid
BIL0006357,3587-PMCOY,2026-06,2026-06-01,2026-06-16,98.9,0.0,50.0,8.8,57.7,Paid
BIL0006358,8079-XRJRS,2026-06,2026-06-01,2026-06-16,89.75,100.0,0.0,34.16,223.91,Paid
BIL0006359,1027-LKKQQ,2026-06,2026-06-01,2026-06-16,80.45,100.0,0.0,32.48,212.93,Paid
BIL0006360,7148-XZPHA,2026-06,2026-06-01,2026-06-16,79.4,100.0,25.0,27.79,182.19,Paid
BIL0006361,8073-IJDCM,2026-06,2026-06-01,2026-06-16,20.3,0.0,50.0,0.0,0.0,Paid
BIL0006362,5309-TAIKL,2026-06,2026-06-01,2026-06-16,62.8,0.0,25.0,6.8,44.6,Paid
BIL0006363,6856-RAURS,2026-06,2026-06-01,2026-06-16,74.9,100.0,50.0,22.48,147.38,Paid
BIL0006364,8778-LMWTJ,2026-06,2026-06-01,2026-06-16,74.85,0.0,50.0,4.47,29.32,Paid
BIL0006365,9717-IOAAF,2026-06,2026-06-01,2026-06-16,25.85,0.0,50.0,0.0,0.0,Paid
BIL0006366,8884-ADFVN,2026-06,2026-06-01,2026-06-16,101.95,100.0,50.0,27.35,179.3,Paid
BIL0006367,2845-KDHVX,2026-06,2026-06-01,2026-06-16,68.3,50.0,0.0,21.29,139.59,Paid
BIL0006368,0848-SOMKO,2026-06,2026-06-01,2026-06-16,48.4,0.0,0.0,8.71,57.11,Paid
BIL0006369,2720-WGKHP,2026-06,2026-06-01,2026-06-16,94.0,100.0,0.0,34.92,228.92,Paid
BIL0006370,6734-FQAJX,2026-06,2026-06-01,2026-06-16,105.05,0.0,0.0,18.91,123.96,Paid
BIL0006371,2869-ADAWR,2026-06,2026-06-01,2026-06-16,89.3,0.0,50.0,7.07,46.37,Pending
BIL0006372,1535-VTJOQ,2026-06,2026-06-01,2026-06-16,25.15,50.0,50.0,4.53,29.68,Paid
BIL0006373,6368-TZZDT,2026-06,2026-06-01,2026-06-16,19.5,0.0,0.0,3.51,23.01,Paid
BIL0006374,0943-ZQPXH,2026-06,2026-06-01,2026-06-16,92.95,0.0,25.0,12.23,80.18,Paid
BIL0006375,1293-BSEUN,2026-06,2026-06-01,2026-06-16,20.7,50.0,0.0,12.73,83.43,Paid
BIL0006376,9894-EZEWG,2026-06,2026-06-01,2026-06-16,74.3,100.0,25.0,26.87,176.17,Paid
BIL0006377,1302-TPUBN,2026-06,2026-06-01,2026-06-16,19.35,0.0,0.0,3.48,22.83,Pending
BIL0006378,7851-FLGGQ,2026-06,2026-06-01,2026-06-16,44.65,150.0,0.0,35.04,229.69,Paid
BIL0006379,0637-UBJRP,2026-06,2026-06-01,2026-06-16,84.05,0.0,0.0,15.13,99.18,Paid
