usage_id,customer_id,usage_date,tower_id,voice_minutes,data_usage_mb,data_usage_gb,sms_count,is_roaming
USG00002002,4750-UKWJK,2026-08-30,TWR00057,34,4302.83,4.202,12,False
USG00002003,9124-LHCJQ,2026-08-30,TWR00083,59,4075.74,3.98,18,False
USG00002004,8189-XRIKE,2026-08-30,TWR00032,86,3580.05,3.496,2,False
USG00002005,5294-IMHHT,2026-08-30,TWR00006,105,243.37,0.238,2,False
USG00002006,1035-IPQPU,2026-08-30,TWR00074,20,2058.05,2.01,25,False
USG00002007,7176-WIONM,2026-08-30,TWR00100,64,951.02,0.929,19,False
USG00002008,1934-MKPXS,2026-08-30,TWR00089,174,1424.91,1.392,1,False
USG00002009,5600-KTXFM,2026-08-30,TWR00027,42,1161.74,1.135,23,False
USG00002010,0164-APGRB,2026-08-30,TWR00024,173,2370.42,2.315,8,False
USG00002011,2369-FEVNO,2026-08-30,TWR00054,23,1656.17,1.617,13,False
USG00002012,1024-GUALD,2026-08-30,TWR00091,18,3339.3,3.261,5,False
USG00002013,5231-FIQPA,2026-08-30,TWR00001,171,4233.77,4.135,10,False
USG00002014,5092-STPKP,2026-08-30,TWR00017,131,1509.01,1.474,17,False
USG00002015,7488-MXJIV,2026-08-30,TWR00025,145,745.03,0.728,1,True
USG00002016,2228-BZDEE,2026-08-30,TWR00027,58,2719.12,2.655,24,False
USG00002017,4361-FEBGN,2026-08-30,TWR00017,45,2275.09,2.222,12,False
USG00002018,3316-UWXUY,2026-08-30,TWR00097,129,3629.81,3.545,16,True
USG00002019,2632-IVXVF,2026-08-30,TWR00027,7,1595.77,1.558,11,False
USG00002020,6656-JWRQX,2026-08-30,TWR00040,131,573.59,0.56,10,False
USG00002021,1725-IQNIY,2026-08-30,TWR00093,99,3286.52,3.209,2,False
USG00002022,8735-NBLWT,2026-08-30,TWR00025,49,1246.86,1.218,3,False
USG00002023,6376-GAHQE,2026-08-30,TWR00081,136,1397.0,1.364,19,True
USG00002024,9445-ZUEQE,2026-08-30,TWR00096,89,370.31,0.362,24,False
USG00002025,2823-LKABH,2026-08-30,TWR00056,180,3477.52,3.396,18,False
USG00002026,6942-LBFDP,2026-08-30,TWR00061,91,3161.88,3.088,5,True
USG00002027,7586-ZATGZ,2026-08-30,TWR00018,129,3542.71,3.46,22,False
USG00002028,7479-NITWS,2026-08-30,TWR00025,109,2370.59,2.315,7,False
USG00002029,3863-QSTYI,2026-08-30,TWR00025,125,2445.54,2.388,0,False
USG00002030,0260-ZDLGK,2026-08-30,TWR00068,59,3809.27,3.72,23,True
USG00002031,2049-BAFNW,2026-08-30,TWR00048,69,3346.78,3.268,1,False
USG00002032,0909-SELIE,2026-08-30,TWR00047,172,2600.57,2.54,23,False
USG00002033,8111-BKVDS,2026-08-30,TWR00059,98,3783.5,3.695,15,False
USG00002034,2227-JRSJX,2026-08-30,TWR00090,118,725.52,0.709,8,False
USG00002035,9412-GHEEC,2026-08-30,TWR00008,104,1087.26,1.062,23,False
USG00002036,0975-UYDTX,2026-08-30,TWR00094,174,3492.21,3.41,10,False
USG00002037,9357-UJRUN,2026-08-30,TWR00089,131,3747.87,3.66,6,False
USG00002038,5899-MQZZL,2026-08-30,TWR00089,12,4437.6,4.334,0,False
USG00002039,6112-KTHFQ,2026-08-30,TWR00049,99,3065.53,2.994,15,False
USG00002040,5954-BDFSG,2026-08-30,TWR00015,64,2914.47,2.846,13,False
USG00002041,2826-UWHIS,2026-08-30,TWR00022,55,2065.61,2.017,7,False
USG00002042,2927-CVULT,2026-08-30,TWR00064,65,1641.65,1.603,15,False
USG00002043,8149-AIQCG,2026-08-30,TWR00009,128,332.01,0.324,25,False
USG00002044,0378-NHQXU,2026-08-30,TWR00070,100,3071.55,3.0,22,False
USG00002045,5002-GCQFH,2026-08-30,TWR00079,0,529.24,0.517,2,False
USG00002046,9638-JIQYA,2026-08-30,TWR00045,67,4377.62,4.275,13,False
USG00002047,1329-VHWNP,2026-08-30,TWR00007,135,4243.62,4.144,18,True
USG00002048,5627-TVBPP,2026-08-30,TWR00011,158,741.04,0.724,0,False
USG00002049,5743-KHMNA,2026-08-30,TWR00017,17,4135.88,4.039,17,False
USG00002050,3957-LXOLK,2026-08-30,TWR00100,14,678.02,0.662,3,False
USG00002051,2082-OJVTK,2026-08-30,TWR00015,19,911.73,0.89,10,True
USG00002052,7714-YXSMB,2026-08-30,TWR00043,35,1026.22,1.002,13,False
USG00002053,0442-ZXKVS,2026-08-30,TWR00075,165,2279.63,2.226,7,False
USG00002054,7129-CAKJW,2026-08-30,TWR00020,167,2097.78,2.049,17,False
USG00002055,6754-LZUKA,2026-08-30,TWR00097,28,1371.68,1.34,22,False
USG00002056,0601-WZHJF,2026-08-30,TWR00066,100,3357.64,3.279,23,False
USG00002057,6549-YMFAW,2026-08-30,TWR00022,112,2378.74,2.323,19,False
USG00002058,4188-FRABG,2026-08-30,TWR00019,97,3193.17,3.118,19,False
USG00002059,9947-OTFQU,2026-08-30,TWR00011,147,3725.2,3.638,24,False
USG00002060,2481-SBOYW,2026-08-30,TWR00046,157,4097.12,4.001,23,True
USG00002061,2770-NSVDG,2026-08-30,TWR00055,62,1461.78,1.428,18,False
USG00002062,8053-WWDRO,2026-08-30,TWR00063,32,380.07,0.371,16,False
USG00002063,6695-AMZUF,2026-08-30,TWR00063,135,4227.67,4.129,19,False
USG00002064,2324-EFHVG,2026-08-30,TWR00005,42,1243.83,1.215,6,True
USG00002065,8514-VZHEB,2026-08-30,TWR00031,59,3591.16,3.507,16,False
USG00002066,3318-NMQXL,2026-08-30,TWR00078,81,961.09,0.939,22,False
USG00002067,7056-IMHCC,2026-08-30,TWR00031,102,3437.28,3.357,13,False
USG00002068,3923-CSIHK,2026-08-30,TWR00092,43,4161.43,4.064,23,False
USG00002069,8647-SDTWQ,2026-08-30,TWR00037,15,1132.66,1.106,3,True
USG00002070,3078-ZKNTS,2026-08-30,TWR00063,135,1546.69,1.51,25,False
USG00002071,5177-RVZNU,2026-08-30,TWR00048,98,1264.78,1.235,8,False
USG00002072,6650-BWFRT,2026-08-30,TWR00041,47,2258.45,2.206,0,False
USG00002073,0585-EGDDA,2026-08-30,TWR00071,152,3631.15,3.546,14,False
USG00002074,0481-SUMCB,2026-08-30,TWR00088,160,129.12,0.126,5,False
USG00002075,8120-JDCAM,2026-08-30,TWR00062,65,4246.14,4.147,2,False
USG00002076,2929-QNSRW,2026-08-30,TWR00090,49,2844.2,2.778,0,False
USG00002077,2884-GBPFB,2026-08-30,TWR00059,42,3672.03,3.586,1,False
USG00002078,2626-URJFX,2026-08-30,TWR00071,142,2782.23,2.717,0,False
USG00002079,8993-IZEUX,2026-08-30,TWR00011,97,2433.09,2.376,10,False
USG00002080,9451-WLYRI,2026-08-30,TWR00079,156,3223.89,3.148,8,False
USG00002081,9940-HPQPG,2026-08-30,TWR00023,69,729.98,0.713,2,False
USG00002082,0003-MKNFE,2026-08-30,TWR00048,3,4485.16,4.38,4,True
USG00002083,8922-NPKBJ,2026-08-30,TWR00037,125,1323.96,1.293,21,False
USG00002084,6313-GIDIT,2026-08-30,TWR00028,173,180.03,0.176,3,True
USG00002085,2903-YYTBW,2026-08-30,TWR00018,41,651.83,0.637,21,False
USG00002086,5318-IXUZF,2026-08-30,TWR00066,134,1366.45,1.334,11,False
USG00002087,0533-BNWKF,2026-08-30,TWR00041,123,3251.53,3.175,22,False
USG00002088,6599-CEBNN,2026-08-30,TWR00079,20,1690.77,1.651,10,True
USG00002089,3606-SBKRY,2026-08-30,TWR00058,13,1520.59,1.485,21,False
USG00002090,4067-HLYQI,2026-08-30,TWR00011,79,1267.22,1.238,25,False
USG00002091,4523-WXCEF,2026-08-30,TWR00045,123,4308.24,4.207,16,False
USG00002092,6484-LATFU,2026-08-30,TWR00053,114,3121.78,3.049,9,False
USG00002093,6551-GNYDG,2026-08-30,TWR00075,13,3844.16,3.754,21,False
USG00002094,0345-XMMUG,2026-08-30,TWR00013,155,1195.56,1.168,5,False
USG00002095,5204-QZXPU,2026-08-30,TWR00073,131,2622.69,2.561,4,False
USG00002096,8984-HPEMB,2026-08-30,TWR00045,61,3868.65,3.778,2,False
USG00002097,4950-HKQTE,2026-08-30,TWR00016,131,3279.74,3.203,24,False
USG00002098,1814-WFGVS,2026-08-30,TWR00097,73,3623.99,3.539,13,False
USG00002099,3223-DWFIO,2026-08-30,TWR00014,165,840.73,0.821,21,False
USG00002100,4747-LCAQL,2026-08-30,TWR00087,119,982.41,0.959,6,True
USG00002101,1852-QSWCD,2026-08-30,TWR00011,130,134.69,0.132,21,False
USG00002102,3027-YNWZU,2026-08-30,TWR00007,79,526.4,0.514,0,False
USG00002103,2774-LVQUS,2026-08-30,TWR00011,167,3768.51,3.68,0,False
USG00002104,9253-QXKBE,2026-08-30,TWR00097,180,998.5,0.975,10,False
USG00002105,7940-UQQUG,2026-08-30,TWR00059,115,2220.57,2.169,15,False
USG00002106,6869-FGJJC,2026-08-30,TWR00021,107,3572.83,3.489,16,False
USG00002107,7188-CBBBA,2026-08-30,TWR00036,100,1011.45,0.988,22,False
USG00002108,5702-KVQRD,2026-08-30,TWR00096,4,2596.22,2.535,8,True
USG00002109,1813-JLKWR,2026-08-30,TWR00050,145,1926.7,1.882,20,False
USG00002110,6857-TKDJV,2026-08-30,TWR00098,179,924.49,0.903,5,False
USG00002111,3370-GQEAL,2026-08-30,TWR00012,146,786.14,0.768,19,False
USG00002112,5204-HMGYF,2026-08-30,TWR00064,146,4219.49,4.121,19,True
USG00002113,5995-LFTLE,2026-08-30,TWR00085,44,3797.99,3.709,5,False
USG00002114,3824-RHKVR,2026-08-30,TWR00031,7,449.05,0.439,17,False
USG00002115,7868-BGSZA,2026-08-30,TWR00018,165,1112.28,1.086,14,False
USG00002116,2907-ILJBN,2026-08-30,TWR00094,157,1629.29,1.591,6,False
USG00002117,9926-PJHDQ,2026-08-30,TWR00074,79,932.49,0.911,6,False
USG00002118,3003-CMDUU,2026-08-30,TWR00017,160,2304.37,2.25,8,False
USG00002119,4195-SMMNX,2026-08-30,TWR00079,160,3158.59,3.085,17,False
USG00002120,3756-VNWDH,2026-08-30,TWR00062,34,327.93,0.32,6,True
USG00002121,5605-XNWEN,2026-08-30,TWR00093,71,753.36,0.736,11,False
USG00002122,5349-AZPEW,2026-08-30,TWR00098,102,4002.74,3.909,1,False
USG00002123,6729-FZWSY,2026-08-30,TWR00047,118,156.91,0.153,24,False
USG00002124,2037-XJFUP,2026-08-30,TWR00016,85,1236.14,1.207,9,False
USG00002125,3884-UEBXB,2026-08-30,TWR00001,94,1299.02,1.269,1,False
USG00002126,1910-FMXJM,2026-08-30,TWR00029,31,515.01,0.503,12,False
USG00002127,7239-HZZCX,2026-08-30,TWR00096,78,1479.89,1.445,13,False
USG00002128,0841-NULXI,2026-08-30,TWR00055,46,1805.27,1.763,5,False
USG00002129,4825-FUREZ,2026-08-30,TWR00086,35,1705.91,1.666,15,False
USG00002130,2804-ETQDK,2026-08-30,TWR00039,152,1178.31,1.151,16,False
USG00002131,1518-OMDIK,2026-08-30,TWR00024,8,1873.31,1.829,22,False
USG00002132,5825-XJOCM,2026-08-30,TWR00089,53,3346.72,3.268,22,False
USG00002133,4631-OACRM,2026-08-30,TWR00049,172,2253.47,2.201,25,False
USG00002134,8317-BVKSO,2026-08-30,TWR00032,145,630.97,0.616,19,False
USG00002135,4760-XOHVN,2026-08-30,TWR00089,53,730.62,0.713,7,True
USG00002136,3845-JHAMY,2026-08-30,TWR00073,150,406.87,0.397,13,False
USG00002137,8624-GIOUT,2026-08-30,TWR00013,53,2006.38,1.959,22,False
USG00002138,5650-YLIBA,2026-08-30,TWR00046,134,1664.31,1.625,21,True
USG00002139,5201-FRKKS,2026-08-30,TWR00037,34,1499.91,1.465,24,True
USG00002140,4367-NUYAO,2026-08-30,TWR00052,121,2025.49,1.978,25,False
USG00002141,2320-SLKMB,2026-08-30,TWR00098,14,4095.51,4.0,1,False
USG00002142,8640-SDGKB,2026-08-30,TWR00012,92,3371.34,3.292,15,False
USG00002143,1932-UEDCX,2026-08-30,TWR00009,106,1257.81,1.228,4,False
USG00002144,7317-GGVPB,2026-08-30,TWR00027,6,2111.03,2.062,2,False
USG00002145,4686-UXDML,2026-08-30,TWR00051,94,2521.2,2.462,22,False
USG00002146,4817-VYYWS,2026-08-30,TWR00059,126,345.34,0.337,13,False
USG00002147,2055-SIFSS,2026-08-30,TWR00011,125,1301.28,1.271,12,False
USG00002148,9398-MMQTO,2026-08-30,TWR00080,87,3085.65,3.013,10,False
USG00002149,4526-ZJJTM,2026-08-30,TWR00010,151,3238.74,3.163,11,False
USG00002150,3584-WKTTW,2026-08-30,TWR00050,35,1735.08,1.694,4,False
USG00002151,6402-EJMWF,2026-08-30,TWR00002,167,3916.83,3.825,10,False
USG00002152,6351-SCJKT,2026-08-30,TWR00083,87,445.05,0.435,14,False
USG00002153,2777-PHDEI,2026-08-30,TWR00075,162,2827.44,2.761,17,False
USG00002154,2990-HWIML,2026-08-30,TWR00026,6,1890.2,1.846,0,False
USG00002155,5955-ERIHD,2026-08-30,TWR00036,132,4207.6,4.109,0,False
USG00002156,4188-PCPIG,2026-08-30,TWR00049,144,250.37,0.245,9,False
USG00002157,6122-EFVKN,2026-08-30,TWR00093,116,2548.8,2.489,18,False
USG00002158,7567-ECMCM,2026-08-30,TWR00090,19,1819.21,1.777,4,False
USG00002159,1474-JUWSM,2026-08-30,TWR00019,33,1917.46,1.873,2,False
USG00002160,2748-MYRVK,2026-08-30,TWR00100,48,4428.46,4.325,25,True
USG00002161,4818-DRBQT,2026-08-30,TWR00090,103,2151.98,2.102,24,False
USG00002162,3334-CTHOL,2026-08-30,TWR00048,28,2085.73,2.037,19,False
USG00002163,2452-SNHFZ,2026-08-30,TWR00028,56,4324.59,4.223,24,False
USG00002164,2873-ZLIWT,2026-08-30,TWR00010,63,4042.02,3.947,23,False
USG00002165,4821-SJHJV,2026-08-30,TWR00066,171,543.94,0.531,24,False
USG00002166,4589-IUAJB,2026-08-30,TWR00065,112,1561.66,1.525,2,False
USG00002167,6861-OKBCE,2026-08-30,TWR00031,36,2332.23,2.278,24,False
USG00002168,3518-PZXZQ,2026-08-30,TWR00028,162,2937.35,2.869,12,False
USG00002169,8727-JQFHV,2026-08-30,TWR00011,84,325.7,0.318,7,False
USG00002170,8857-CUPFQ,2026-08-30,TWR00022,41,975.7,0.953,22,False
USG00002171,4625-LAMOB,2026-08-30,TWR00027,148,3957.56,3.865,15,True
USG00002172,8992-JQYUN,2026-08-30,TWR00055,25,2449.01,2.392,2,False
USG00002173,8573-CGOCC,2026-08-30,TWR00034,27,512.07,0.5,13,False
USG00002174,1093-YSWCA,2026-08-30,TWR00030,41,687.31,0.671,15,True
USG00002175,4283-FUTGF,2026-08-30,TWR00029,81,1611.34,1.574,25,False
USG00002176,3174-RKMOW,2026-08-30,TWR00073,37,4435.11,4.331,15,False
USG00002177,9761-XUJWD,2026-08-30,TWR00070,127,2558.91,2.499,24,False
USG00002178,6959-GQEGV,2026-08-30,TWR00041,179,2240.25,2.188,16,False
USG00002179,1031-IIDEO,2026-08-30,TWR00055,149,3111.03,3.038,11,False
USG00002180,3454-JFUBC,2026-08-30,TWR00092,159,2970.23,2.901,21,False
USG00002181,3351-NGXYI,2026-08-30,TWR00089,15,2649.7,2.588,0,False
USG00002182,8739-XNIKG,2026-08-30,TWR00072,31,3581.57,3.498,0,True
USG00002183,3308-JSGML,2026-08-30,TWR00033,70,3430.13,3.35,21,False
USG00002184,5442-XSDCW,2026-08-30,TWR00077,178,3751.67,3.664,11,False
USG00002185,2645-QTLMB,2026-08-30,TWR00042,56,2809.71,2.744,10,False
USG00002186,5602-BVFMK,2026-08-30,TWR00064,176,2816.23,2.75,1,False
USG00002187,1502-XFCVR,2026-08-30,TWR00081,138,3264.48,3.188,11,False
USG00002188,8246-SHFGA,2026-08-30,TWR00080,159,1141.23,1.114,2,False
USG00002189,0011-IGKFF,2026-08-30,TWR00020,30,689.73,0.674,3,True
USG00002190,4826-DXMUP,2026-08-30,TWR00052,138,1328.0,1.297,3,False
USG00002191,9332-GYWLO,2026-08-30,TWR00082,174,60.58,0.059,4,False
USG00002192,8584-KMVXD,2026-08-30,TWR00061,58,3177.8,3.103,9,False
USG00002193,2073-QBVBI,2026-08-30,TWR00074,133,705.32,0.689,11,False
USG00002194,0862-PRCBS,2026-08-30,TWR00052,111,3148.9,3.075,22,False
USG00002195,8763-KIAFH,2026-08-30,TWR00048,25,1044.46,1.02,6,False
USG00002196,3496-LFSZU,2026-08-30,TWR00021,163,698.27,0.682,22,False
USG00002197,4706-DGAHW,2026-08-30,TWR00045,111,2402.79,2.346,12,False
USG00002198,4776-XSKYQ,2026-08-30,TWR00075,64,1184.97,1.157,15,False
USG00002199,5118-MUEYH,2026-08-30,TWR00087,93,2977.01,2.907,25,False
USG00002200,9931-KGHOA,2026-08-30,TWR00075,141,2644.8,2.583,15,False
USG00002201,9885-CSMWE,2026-08-30,TWR00021,46,1879.93,1.836,11,False
USG00002202,6664-FPDAC,2026-08-30,TWR00059,162,1333.33,1.302,0,False
USG00002203,0516-UXRMT,2026-08-30,TWR00075,47,686.81,0.671,23,False
USG00002204,7856-GANIL,2026-08-30,TWR00080,23,2301.22,2.247,18,False
USG00002205,5372-FBKBN,2026-08-30,TWR00006,163,2793.59,2.728,13,False
USG00002206,0520-FDVVT,2026-08-30,TWR00051,159,4181.97,4.084,1,False
USG00002207,5730-RIITO,2026-08-30,TWR00017,108,3527.59,3.445,9,False
USG00002208,4123-FCVCB,2026-08-30,TWR00042,21,4458.48,4.354,23,False
USG00002209,4623-ZKHLY,2026-08-30,TWR00081,117,2518.12,2.459,5,False
USG00002210,4396-KLSEH,2026-08-30,TWR00019,108,579.95,0.566,23,False
USG00002211,3780-YVMFA,2026-08-30,TWR00002,123,3596.23,3.512,17,True
USG00002212,0103-CSITQ,2026-08-30,TWR00001,38,1961.68,1.916,25,True
USG00002213,4412-YLTKF,2026-08-30,TWR00067,62,2964.28,2.895,1,False
USG00002214,8164-OCKUJ,2026-08-30,TWR00039,102,1498.39,1.463,12,False
USG00002215,1325-USMEC,2026-08-30,TWR00099,30,392.93,0.384,6,False
USG00002216,5748-RNCJT,2026-08-30,TWR00033,152,3403.48,3.324,1,False
USG00002217,9812-GHVRI,2026-08-30,TWR00015,91,2293.42,2.24,24,False
USG00002218,1074-WVEVG,2026-08-30,TWR00046,31,2577.71,2.517,11,False
USG00002219,7905-NJMXS,2026-08-30,TWR00004,50,4047.77,3.953,18,False
USG00002220,3415-TAILE,2026-08-30,TWR00049,170,3439.94,3.359,0,False
USG00002221,0811-GSDTP,2026-08-30,TWR00022,96,3890.14,3.799,7,False
USG00002222,6927-WTFIV,2026-08-30,TWR00070,8,4498.51,4.393,23,False
USG00002223,3752-CQSJI,2026-08-30,TWR00076,24,2019.52,1.972,15,False
USG00002224,7666-WKRON,2026-08-30,TWR00097,178,513.72,0.502,4,False
USG00002225,9076-AXYIK,2026-08-30,TWR00034,3,4164.0,4.066,22,False
USG00002226,5396-IZEPB,2026-08-30,TWR00070,37,1672.15,1.633,23,False
USG00002227,8111-SLLHI,2026-08-30,TWR00016,96,2572.14,2.512,23,False
USG00002228,6164-HAQTX,2026-08-30,TWR00027,31,531.75,0.519,9,False
USG00002229,6285-FTQBF,2026-08-30,TWR00097,8,1836.41,1.793,22,True
USG00002230,1754-GKYPY,2026-08-30,TWR00007,89,1824.49,1.782,23,True
USG00002231,8835-VSDSE,2026-08-30,TWR00027,13,1858.74,1.815,7,False
USG00002232,2181-TIDSV,2026-08-30,TWR00098,85,4174.42,4.077,23,False
USG00002233,3423-HHXAO,2026-08-30,TWR00011,36,494.15,0.483,7,False
USG00002234,5832-EXGTT,2026-08-30,TWR00024,90,1609.49,1.572,16,False
USG00002235,7766-CLTIC,2026-08-30,TWR00093,32,1701.76,1.662,18,False
USG00002236,2709-UQGNP,2026-08-30,TWR00005,94,3577.45,3.494,11,False
USG00002237,3227-WLKLI,2026-08-30,TWR00001,113,1387.43,1.355,7,False
USG00002238,7392-YYPYJ,2026-08-30,TWR00055,125,3063.03,2.991,10,False
USG00002239,5519-TEEUH,2026-08-30,TWR00071,24,4414.63,4.311,13,False
USG00002240,4789-KWMXN,2026-08-30,TWR00080,140,1061.88,1.037,23,False
USG00002241,7483-IQWIB,2026-08-30,TWR00005,23,2514.22,2.455,6,True
USG00002242,1086-LXKFY,2026-08-30,TWR00006,100,2816.69,2.751,20,False
USG00002243,4226-KKDON,2026-08-30,TWR00081,108,1793.69,1.752,7,False
USG00002244,6344-SFJVH,2026-08-30,TWR00060,54,1415.82,1.383,10,False
USG00002245,9489-DEDVP,2026-08-30,TWR00027,114,4180.18,4.082,9,True
USG00002246,9505-SQFSW,2026-08-30,TWR00081,89,3078.01,3.006,8,False
USG00002247,5879-SESNB,2026-08-30,TWR00011,43,183.35,0.179,4,False
USG00002248,6892-BOGQE,2026-08-30,TWR00036,72,1311.39,1.281,17,False
USG00002249,6288-CHQJB,2026-08-30,TWR00016,158,3697.89,3.611,4,False
USG00002250,4670-TABXH,2026-08-30,TWR00064,165,3338.43,3.26,7,False
USG00002251,0206-TBWLC,2026-08-30,TWR00068,111,3079.57,3.007,17,False
USG00002252,6778-JFCMK,2026-08-30,TWR00019,16,1564.75,1.528,0,False
USG00002253,7108-DGVUU,2026-08-30,TWR00011,15,1855.54,1.812,22,False
USG00002254,6322-HRPFA,2026-08-30,TWR00023,162,1488.97,1.454,7,False
USG00002255,5499-ECUTN,2026-08-30,TWR00049,65,3319.62,3.242,21,False
USG00002256,0661-KQHNK,2026-08-30,TWR00079,72,2425.52,2.369,9,False
USG00002257,6851-WEFYX,2026-08-30,TWR00079,97,1426.39,1.393,18,False
USG00002258,8980-WQFWL,2026-08-30,TWR00063,76,972.63,0.95,7,False
USG00002259,8111-RKSPX,2026-08-30,TWR00002,63,4314.66,4.214,7,False
USG00002260,8329-IBCTI,2026-08-30,TWR00002,94,481.19,0.47,13,False
USG00002261,5174-ITUMV,2026-08-30,TWR00073,66,3356.58,3.278,15,False
USG00002262,2696-ECXKC,2026-08-30,TWR00028,34,3548.58,3.465,10,False
USG00002263,8000-REIQB,2026-08-30,TWR00041,52,1992.4,1.946,17,False
USG00002264,1032-MAELW,2026-08-30,TWR00037,175,1176.35,1.149,23,False
USG00002265,2302-ANTDP,2026-08-30,TWR00061,140,2215.54,2.164,7,False
USG00002266,4174-LPGTI,2026-08-30,TWR00089,127,76.3,0.075,1,False
USG00002267,0301-KOBTQ,2026-08-30,TWR00057,94,2629.3,2.568,18,False
USG00002268,8150-QUDFX,2026-08-30,TWR00007,176,3091.26,3.019,16,False
USG00002269,5981-ITEMU,2026-08-30,TWR00068,32,790.89,0.772,20,False
USG00002270,6719-FGEDO,2026-08-30,TWR00084,122,4028.42,3.934,10,False
USG00002271,9470-YFUYI,2026-08-30,TWR00068,123,1845.35,1.802,22,False
USG00002272,0135-NMXAP,2026-08-30,TWR00069,4,1515.85,1.48,25,True
USG00002273,5590-YRFJT,2026-08-30,TWR00030,139,3892.59,3.801,10,False
USG00002274,2933-XEUJM,2026-08-30,TWR00085,77,3642.37,3.557,23,True
USG00002275,6133-OZILE,2026-08-30,TWR00026,31,3313.27,3.236,22,False
USG00002276,9591-YVTEB,2026-08-30,TWR00045,42,613.33,0.599,7,False
USG00002277,4860-YZGZM,2026-08-30,TWR00001,56,2831.31,2.765,17,True
USG00002278,9788-HNGUT,2026-08-30,TWR00086,10,825.45,0.806,15,False
USG00002279,9581-GVBXT,2026-08-30,TWR00030,58,538.84,0.526,14,False
USG00002280,0983-TATYJ,2026-08-30,TWR00009,62,3831.97,3.742,6,False
USG00002281,5686-CMAWK,2026-08-30,TWR00004,101,145.5,0.142,12,False
USG00002282,4580-TMHJU,2026-08-30,TWR00020,101,539.04,0.526,20,False
USG00002283,0201-MIBOL,2026-08-30,TWR00028,99,2181.87,2.131,24,True
USG00002284,1266-NZYUI,2026-08-30,TWR00036,16,2869.22,2.802,19,False
USG00002285,5510-BOIUJ,2026-08-30,TWR00081,154,135.61,0.132,13,True
USG00002286,6289-CPNLD,2026-08-30,TWR00069,145,2680.39,2.618,4,False
USG00002287,9146-JRIOX,2026-08-30,TWR00011,107,2893.44,2.826,15,False
USG00002288,4710-NKCAW,2026-08-30,TWR00012,80,2708.75,2.645,21,False
USG00002289,2592-HODOV,2026-08-30,TWR00100,66,2094.39,2.045,22,False
USG00002290,5678-VFNEQ,2026-08-30,TWR00003,112,2729.81,2.666,0,False
USG00002291,0674-DGMAQ,2026-08-30,TWR00041,97,3997.79,3.904,24,False
USG00002292,3807-BPOMJ,2026-08-30,TWR00039,107,3772.35,3.684,1,False
USG00002293,2408-PSJVE,2026-08-30,TWR00059,36,2686.98,2.624,7,False
USG00002294,7435-ZNUYY,2026-08-30,TWR00082,63,414.03,0.404,16,False
USG00002295,7615-ESMYF,2026-08-30,TWR00092,29,1715.06,1.675,18,False
USG00002296,3034-ZBEQN,2026-08-30,TWR00028,151,716.26,0.699,7,False
USG00002297,1544-JJMYL,2026-08-30,TWR00097,154,2869.96,2.803,20,False
USG00002298,4430-UZIPO,2026-08-30,TWR00070,131,1280.13,1.25,22,False
USG00002299,3724-BSCVH,2026-08-30,TWR00099,63,3819.83,3.73,25,False
USG00002300,7410-KTVFV,2026-08-30,TWR00013,11,4137.07,4.04,18,False
USG00002301,5960-MVTUK,2026-08-30,TWR00064,169,387.3,0.378,20,False
USG00002302,3071-VBYPO,2026-08-30,TWR00062,36,1635.19,1.597,14,False
USG00002303,5117-IFGPS,2026-08-30,TWR00079,37,518.78,0.507,23,False
USG00002304,9717-QEBGU,2026-08-30,TWR00016,31,3290.05,3.213,12,False
USG00002305,0831-JNISG,2026-08-30,TWR00088,106,743.25,0.726,10,False
USG00002306,8060-HIWJJ,2026-08-30,TWR00028,75,3504.48,3.422,11,True
USG00002307,6424-ELEYH,2026-08-30,TWR00061,119,1367.56,1.336,16,False
USG00002308,9970-QBCDA,2026-08-30,TWR00072,130,495.56,0.484,10,True
USG00002309,6174-NRBTZ,2026-08-30,TWR00064,117,3026.7,2.956,14,True
USG00002310,1834-WULEG,2026-08-30,TWR00045,170,4318.55,4.217,20,False
USG00002311,9191-MYQKX,2026-08-30,TWR00070,146,213.01,0.208,25,False
USG00002312,4597-ELFTS,2026-08-30,TWR00047,146,3564.0,3.48,15,False
USG00002313,1608-GMEWB,2026-08-30,TWR00037,158,2651.1,2.589,24,False
USG00002314,4343-EJVQB,2026-08-30,TWR00041,38,4109.09,4.013,23,False
USG00002315,8050-DVOJX,2026-08-30,TWR00012,68,2496.7,2.438,5,False
USG00002316,9766-HGEDE,2026-08-30,TWR00096,143,3187.67,3.113,15,True
USG00002317,9508-ILZDG,2026-08-30,TWR00045,126,4017.77,3.924,2,False
USG00002318,3920-HIHMQ,2026-08-30,TWR00038,85,3071.49,3.0,1,False
USG00002319,3744-ZRRDZ,2026-08-30,TWR00059,48,1109.3,1.083,24,False
USG00002320,7410-YTJIK,2026-08-30,TWR00020,78,2524.77,2.466,16,False
USG00002321,2921-XWDJH,2026-08-30,TWR00012,143,3689.05,3.603,1,False
USG00002322,7684-XSZIY,2026-08-30,TWR00015,63,2346.62,2.292,18,False
USG00002323,3878-AVSOQ,2026-08-30,TWR00008,51,3091.3,3.019,25,False
USG00002324,0988-JRWWP,2026-08-30,TWR00006,105,2613.58,2.552,12,False
USG00002325,0697-ZMSWS,2026-08-30,TWR00043,95,2882.24,2.815,17,False
USG00002326,9661-JALZV,2026-08-30,TWR00040,40,104.54,0.102,24,False
