payment_id,bill_id,customer_id,payment_datetime,amount,payment_method,payment_gateway,transaction_status,transaction_ref
PMT0004508,BIL0004864,8727-JQFHV,2026-06-11 16:52:00,24.48,UPI,Stripe,SUCCESS,TXN328251303
PMT0004509,BIL0004865,9475-NNDGC,2026-06-05 18:12:00,74.52,Bank transfer (automatic),BillDesk,SUCCESS,TXN572480957
PMT0004510,BIL0004866,1355-KUSBG,2026-06-14 14:19:00,28.08,Electronic check,BillDesk,SUCCESS,TXN557073792
PMT0004511,BIL0004868,0899-LIIBW,2026-06-06 17:18:00,89.5,Mailed check,Paytm,SUCCESS,TXN604304064
PMT0004512,BIL0004869,2568-OIADY,2026-06-03 20:36:00,58.41,Debit Card,Paytm,FAILED,TXN393537709
PMT0004513,BIL0004871,5825-XJOCM,2026-06-06 15:02:00,105.49,UPI,Stripe,SUCCESS,TXN982473247
PMT0004514,BIL0004872,6848-YLDFR,2026-06-02 19:35:00,265.74,Electronic check,Razorpay,SUCCESS,TXN263940833
PMT0004515,BIL0004873,8125-QPFJD,2026-06-12 16:43:00,100.18,Mailed check,Paytm,SUCCESS,TXN758692168
PMT0004516,BIL0004875,1193-RTSLK,2026-06-10 18:55:00,158.0,Bank transfer (automatic),PhonePe,SUCCESS,TXN834865515
PMT0004517,BIL0004876,2302-ANTDP,2026-06-14 12:36:00,315.59,Debit Card,PhonePe,SUCCESS,TXN994084887
PMT0004518,BIL0004877,5923-GXUOC,2026-06-12 08:48:00,182.19,Mailed check,Paytm,SUCCESS,TXN246014140
PMT0004519,BIL0004878,4973-RLZVI,2026-06-07 16:34:00,58.59,Mailed check,Paytm,SUCCESS,TXN335517541
PMT0004520,BIL0004879,7869-ZYDST,2026-06-05 20:18:00,69.68,Bank transfer (automatic),PhonePe,SUCCESS,TXN284468544
PMT0004521,BIL0004880,4501-UYKBC,2026-06-08 16:44:00,81.54,Credit Card,PhonePe,SUCCESS,TXN678377362
PMT0004522,BIL0004881,1215-EXRMO,2026-06-12 18:54:00,24.25,Electronic check,PhonePe,SUCCESS,TXN978323547
PMT0004523,BIL0004882,2305-MRGLV,2026-06-09 13:56:00,60.83,Bank transfer (automatic),BillDesk,SUCCESS,TXN959288902
PMT0004524,BIL0004883,8404-VIOMB,2026-06-06 12:59:00,73.75,Net Banking,Razorpay,SUCCESS,TXN767244879
PMT0004525,BIL0004885,2359-KLTEK,2026-06-07 14:27:00,111.98,Electronic check,Razorpay,SUCCESS,TXN612277498
PMT0004526,BIL0004886,5304-EFJLP,2026-06-15 08:56:00,102.25,UPI,Razorpay,SUCCESS,TXN416274486
PMT0004527,BIL0004887,2673-ZALNP,2026-06-05 09:37:00,23.48,Credit Card,Paytm,SUCCESS,TXN359920051
PMT0004528,BIL0004888,9184-GALIL,2026-06-04 08:53:00,0.0,Net Banking,Stripe,SUCCESS,TXN214885183
PMT0004529,BIL0004889,4393-RYCRE,2026-06-07 22:32:00,125.14,UPI,PhonePe,SUCCESS,TXN435995070
PMT0004530,BIL0004890,9746-MDMBK,2026-06-14 12:12:00,133.87,Mailed check,BillDesk,SUCCESS,TXN492963275
PMT0004531,BIL0004891,3162-ZJZFU,2026-06-10 15:54:00,50.21,UPI,PhonePe,SUCCESS,TXN122480066
PMT0004532,BIL0004892,8404-GFGCZ,2026-06-09 12:07:00,18.41,Debit Card,PhonePe,SUCCESS,TXN578298682
PMT0004533,BIL0004894,4432-ADRLB,2026-06-03 11:54:00,52.69,UPI,Paytm,SUCCESS,TXN289284466
PMT0004534,BIL0004895,0533-UCAAU,2026-06-08 21:27:00,83.9,Credit Card,BillDesk,SUCCESS,TXN359657698
PMT0004535,BIL0004896,1394-SUIUH,2026-06-13 14:57:00,100.48,Net Banking,BillDesk,SUCCESS,TXN298054694
PMT0004536,BIL0004897,3521-MNKLV,2026-06-13 08:48:00,0.0,Credit Card,Razorpay,SUCCESS,TXN274826741
PMT0004537,BIL0004899,8993-PHFWD,2026-06-03 22:10:00,0.0,Credit Card,BillDesk,SUCCESS,TXN704095540
PMT0004538,BIL0004900,1565-RHDJD,2026-06-09 11:47:00,99.18,Debit Card,PhonePe,SUCCESS,TXN879490643
PMT0004539,BIL0004901,7137-RYLPP,2026-06-12 20:48:00,160.13,Electronic check,BillDesk,SUCCESS,TXN292220009
PMT0004540,BIL0004902,3765-JXVKY,2026-06-03 19:45:00,88.15,Electronic check,PhonePe,SUCCESS,TXN626496348
PMT0004541,BIL0004903,5092-STPKP,2026-06-03 09:25:00,66.49,Net Banking,Stripe,SUCCESS,TXN932220855
PMT0004542,BIL0004904,7330-WZLNC,2026-06-09 20:56:00,225.14,Net Banking,BillDesk,FAILED,TXN270588144
PMT0004543,BIL0004905,0114-PEGZZ,2026-06-08 09:53:00,185.91,Credit Card,BillDesk,SUCCESS,TXN221073444
PMT0004544,BIL0004906,3359-DSRKA,2026-06-03 12:39:00,23.42,UPI,Paytm,FAILED,TXN874665611
PMT0004545,BIL0004907,8639-NHQEI,2026-06-07 12:10:00,54.16,Debit Card,BillDesk,SUCCESS,TXN702572996
PMT0004546,BIL0004908,7161-DFHUF,2026-06-02 08:53:00,0.0,Bank transfer (automatic),PhonePe,SUCCESS,TXN537925074
PMT0004547,BIL0004909,3957-LXOLK,2026-06-14 11:25:00,125.26,Bank transfer (automatic),PhonePe,FAILED,TXN927595616
PMT0004548,BIL0004910,3720-DBRWL,2026-06-06 22:19:00,275.94,Mailed check,BillDesk,FAILED,TXN948304135
PMT0004549,BIL0004911,6635-MYYYZ,2026-06-12 22:06:00,189.21,Bank transfer (automatic),Stripe,FAILED,TXN467257351
PMT0004550,BIL0004912,8565-WUXZU,2026-06-07 19:59:00,277.06,Credit Card,Razorpay,SUCCESS,TXN817600966
PMT0004551,BIL0004913,5281-BUZGT,2026-06-05 12:09:00,48.2,UPI,PhonePe,SUCCESS,TXN464187914
PMT0004552,BIL0004915,0562-FGDCR,2026-06-15 11:02:00,87.97,Debit Card,Razorpay,SUCCESS,TXN809404135
PMT0004553,BIL0004916,2436-QBZFP,2026-06-15 16:59:00,164.26,Bank transfer (automatic),PhonePe,SUCCESS,TXN442169810
PMT0004554,BIL0004917,3420-YJLQT,2026-06-09 09:20:00,152.87,Net Banking,BillDesk,SUCCESS,TXN244322548
PMT0004555,BIL0004918,6040-CGACY,2026-06-13 08:24:00,82.13,Debit Card,Paytm,SUCCESS,TXN332924718
PMT0004556,BIL0004919,6582-PLFUU,2026-06-11 13:22:00,82.07,Bank transfer (automatic),Razorpay,SUCCESS,TXN794970908
PMT0004557,BIL0004920,8242-PDSGJ,2026-06-07 20:44:00,164.2,Credit Card,PhonePe,SUCCESS,TXN450992983
PMT0004558,BIL0004921,0264-CNITK,2026-06-14 20:52:00,23.72,Debit Card,Razorpay,SUCCESS,TXN345063449
PMT0004559,BIL0004922,0089-IIQKO,2026-06-05 22:45:00,117.94,Debit Card,PhonePe,SUCCESS,TXN726994732
PMT0004560,BIL0004923,7839-NUIAA,2026-06-05 18:58:00,11.56,Bank transfer (automatic),Paytm,SUCCESS,TXN184622914
PMT0004561,BIL0004924,6075-QMNRR,2026-06-07 18:07:00,117.7,Debit Card,Paytm,SUCCESS,TXN791537687
PMT0004562,BIL0004925,5378-IKEEG,2026-06-03 09:24:00,42.18,Bank transfer (automatic),Paytm,SUCCESS,TXN750361434
PMT0004563,BIL0004926,5966-EMAZU,2026-06-06 15:32:00,187.03,Debit Card,BillDesk,SUCCESS,TXN986059963
PMT0004564,BIL0004927,0440-EKDCF,2026-06-11 17:46:00,70.98,Mailed check,Stripe,SUCCESS,TXN384130739
PMT0004565,BIL0004930,2055-BFOCC,2026-06-15 21:26:00,69.62,UPI,Razorpay,SUCCESS,TXN534174471
PMT0004566,BIL0004931,8180-AKMJV,2026-06-10 21:02:00,170.57,Mailed check,Paytm,SUCCESS,TXN293268576
PMT0004567,BIL0004932,4298-OYIFC,2026-06-10 21:21:00,122.07,Debit Card,Paytm,SUCCESS,TXN539214705
PMT0004568,BIL0004933,5566-SOEZD,2026-06-03 16:26:00,65.67,UPI,Paytm,SUCCESS,TXN713194532
PMT0004569,BIL0004934,9842-EFSYY,2026-06-13 09:02:00,38.0,UPI,Paytm,SUCCESS,TXN309831096
PMT0004570,BIL0004935,2272-WUSPA,2026-06-07 12:45:00,189.68,UPI,PhonePe,SUCCESS,TXN411519508
PMT0004571,BIL0004936,4584-LBNMK,2026-06-11 16:01:00,176.65,Mailed check,Paytm,SUCCESS,TXN155506659
PMT0004572,BIL0004937,3898-GUYTS,2026-06-04 13:15:00,144.02,Net Banking,Paytm,SUCCESS,TXN444360422
PMT0004573,BIL0004938,0930-EHUZA,2026-06-07 13:50:00,149.09,Net Banking,PhonePe,SUCCESS,TXN541735322
PMT0004574,BIL0004939,6413-XKKPU,2026-06-10 08:39:00,164.49,Electronic check,Stripe,SUCCESS,TXN619351070
PMT0004575,BIL0004940,9975-SKRNR,2026-06-02 13:22:00,0.0,UPI,PhonePe,SUCCESS,TXN309511890
PMT0004576,BIL0004941,3703-KBKZP,2026-06-15 17:28:00,146.85,Bank transfer (automatic),Razorpay,SUCCESS,TXN385906099
PMT0004577,BIL0004942,1449-XQEMT,2026-06-07 10:36:00,23.36,Net Banking,BillDesk,SUCCESS,TXN550625651
PMT0004578,BIL0004943,2626-URJFX,2026-06-12 16:20:00,1.06,UPI,PhonePe,SUCCESS,TXN896660066
PMT0004579,BIL0004944,4973-MGTON,2026-06-04 10:53:00,99.59,Electronic check,Razorpay,FAILED,TXN653552606
PMT0004580,BIL0004945,3682-YEUWS,2026-06-06 13:20:00,28.79,Net Banking,Stripe,SUCCESS,TXN794211636
PMT0004581,BIL0004946,1223-UNPKS,2026-06-08 09:48:00,53.16,UPI,Stripe,SUCCESS,TXN203305626
PMT0004582,BIL0004947,2612-RRIDN,2026-06-15 11:07:00,95.58,Bank transfer (automatic),BillDesk,SUCCESS,TXN240223279
PMT0004583,BIL0004948,4735-ASGMA,2026-06-14 12:09:00,116.05,Credit Card,PhonePe,SUCCESS,TXN885719296
PMT0004584,BIL0004949,3446-QDSZF,2026-06-15 14:35:00,6.49,Net Banking,Razorpay,SUCCESS,TXN469045096
PMT0004585,BIL0004950,3669-LVWZB,2026-06-02 13:12:00,1.18,Net Banking,PhonePe,SUCCESS,TXN297817986
PMT0004586,BIL0004951,6892-EZDTG,2026-06-06 11:23:00,108.15,Debit Card,BillDesk,SUCCESS,TXN574972057
PMT0004587,BIL0004952,5117-IFGPS,2026-06-12 17:42:00,40.47,Debit Card,PhonePe,SUCCESS,TXN943434284
PMT0004588,BIL0004953,7379-FNIUJ,2026-06-14 14:45:00,118.24,Credit Card,Razorpay,SUCCESS,TXN970503714
PMT0004589,BIL0004954,1627-AFWVJ,2026-06-08 21:32:00,170.39,Credit Card,Razorpay,SUCCESS,TXN876788009
PMT0004590,BIL0004956,5884-GCYMI,2026-06-15 09:34:00,81.89,UPI,BillDesk,SUCCESS,TXN346406004
PMT0004591,BIL0004958,4486-EFAEB,2026-06-15 09:32:00,0.0,Mailed check,BillDesk,SUCCESS,TXN156325170
PMT0004592,BIL0004959,0060-FUALY,2026-06-09 20:14:00,111.8,Debit Card,PhonePe,SUCCESS,TXN630420072
PMT0004593,BIL0004960,7853-GVUDZ,2026-06-02 19:18:00,23.78,Bank transfer (automatic),PhonePe,SUCCESS,TXN142788158
PMT0004594,BIL0004961,7480-QNVZJ,2026-06-02 16:09:00,142.43,Electronic check,Stripe,FAILED,TXN835260219
PMT0004595,BIL0004962,6954-OOYZZ,2026-06-15 18:30:00,22.83,UPI,BillDesk,SUCCESS,TXN904811155
PMT0004596,BIL0004963,7088-FBAWU,2026-06-04 19:27:00,146.97,UPI,Paytm,SUCCESS,TXN589157876
PMT0004597,BIL0004964,8313-AFGBW,2026-06-08 21:20:00,145.85,Bank transfer (automatic),PhonePe,FAILED,TXN726372515
PMT0004598,BIL0004965,3943-KDREE,2026-06-06 22:14:00,29.44,Debit Card,Razorpay,SUCCESS,TXN346199885
PMT0004599,BIL0004966,9239-ZBZZV,2026-06-09 09:18:00,115.58,Mailed check,Razorpay,SUCCESS,TXN449386117
PMT0004600,BIL0004967,3097-IDVPU,2026-06-12 16:23:00,177.12,Credit Card,Paytm,SUCCESS,TXN669194291
PMT0004601,BIL0004968,4398-HSCJH,2026-06-07 14:17:00,252.05,Net Banking,Razorpay,SUCCESS,TXN750811444
PMT0004602,BIL0004969,2197-OMWGI,2026-06-13 17:09:00,151.04,Electronic check,PhonePe,SUCCESS,TXN220753960
PMT0004603,BIL0004970,2303-PJYHN,2026-06-05 08:30:00,141.42,Electronic check,Paytm,SUCCESS,TXN868779147
PMT0004604,BIL0004972,1237-WIYYZ,2026-06-14 15:54:00,23.07,Net Banking,PhonePe,SUCCESS,TXN131315766
PMT0004605,BIL0004973,1987-AUELQ,2026-06-14 13:05:00,29.56,Mailed check,Stripe,SUCCESS,TXN637147767
PMT0004606,BIL0004974,7852-LECYP,2026-06-03 10:14:00,110.68,Bank transfer (automatic),Stripe,SUCCESS,TXN448194248
PMT0004607,BIL0004975,4430-UZIPO,2026-06-07 10:43:00,190.98,Electronic check,Stripe,SUCCESS,TXN302932238
PMT0004608,BIL0004976,4822-LPTYJ,2026-06-04 19:21:00,63.42,Net Banking,BillDesk,SUCCESS,TXN218345636
PMT0004609,BIL0004977,8165-CBKXO,2026-06-04 13:07:00,243.96,Net Banking,BillDesk,SUCCESS,TXN716461684
PMT0004610,BIL0004978,6527-PZFPV,2026-06-11 19:51:00,201.54,Bank transfer (automatic),PhonePe,SUCCESS,TXN231367342
PMT0004611,BIL0004979,4855-SNKMY,2026-06-02 22:42:00,22.54,Electronic check,Stripe,SUCCESS,TXN261227969
PMT0004612,BIL0004980,9593-CVZKR,2026-06-02 18:31:00,205.85,Mailed check,BillDesk,SUCCESS,TXN761259229
PMT0004613,BIL0004981,8595-SIZNC,2026-06-09 09:11:00,118.71,Debit Card,Stripe,SUCCESS,TXN140405950
PMT0004614,BIL0004982,8008-HAWED,2026-06-07 09:41:00,30.38,Net Banking,Stripe,FAILED,TXN213688967
PMT0004615,BIL0004983,7124-UGSUR,2026-06-09 08:53:00,182.19,Debit Card,Paytm,SUCCESS,TXN662588294
PMT0004616,BIL0004984,1862-SKORY,2026-06-14 16:35:00,0.0,Bank transfer (automatic),Paytm,SUCCESS,TXN718701543
PMT0004617,BIL0004985,5236-XMZJY,2026-06-09 22:05:00,70.39,Bank transfer (automatic),Stripe,SUCCESS,TXN220265319
PMT0004618,BIL0004987,2694-CIUMO,2026-06-03 18:03:00,93.87,Electronic check,BillDesk,SUCCESS,TXN747750876
PMT0004619,BIL0004988,5846-ABOBJ,2026-06-08 17:32:00,87.85,UPI,Stripe,SUCCESS,TXN195773711
PMT0004620,BIL0004989,1439-LCGVL,2026-06-07 14:02:00,22.66,Net Banking,Razorpay,SUCCESS,TXN989372484
PMT0004621,BIL0004990,0909-SDHNU,2026-06-03 09:27:00,153.16,Bank transfer (automatic),BillDesk,SUCCESS,TXN652870842
PMT0004622,BIL0004991,4647-XXZAM,2026-06-11 17:26:00,230.69,Debit Card,BillDesk,SUCCESS,TXN164181679
PMT0004623,BIL0004992,1502-XFCVR,2026-06-07 22:49:00,302.61,Credit Card,PhonePe,SUCCESS,TXN389102813
PMT0004624,BIL0004993,7740-KKCXF,2026-06-12 15:16:00,153.46,Debit Card,Razorpay,SUCCESS,TXN213392471
PMT0004625,BIL0004994,5360-XGYAZ,2026-06-15 10:00:00,195.47,Mailed check,Stripe,SUCCESS,TXN199713634
PMT0004626,BIL0004995,9692-TUSXH,2026-06-07 16:42:00,231.34,UPI,Razorpay,SUCCESS,TXN993775745
PMT0004627,BIL0004996,7912-SYRQT,2026-06-07 22:44:00,88.62,Net Banking,PhonePe,SUCCESS,TXN541395773
PMT0004628,BIL0004997,3557-HTYWR,2026-06-08 12:34:00,57.88,Bank transfer (automatic),BillDesk,SUCCESS,TXN646524599
PMT0004629,BIL0004999,8920-NAVAY,2026-06-14 18:46:00,248.68,Electronic check,PhonePe,SUCCESS,TXN357311160
PMT0004630,BIL0005000,1699-TLDLZ,2026-06-07 12:31:00,141.25,Bank transfer (automatic),BillDesk,SUCCESS,TXN441475901
PMT0004631,BIL0005001,5600-PDUJF,2026-06-03 08:05:00,235.41,Net Banking,BillDesk,SUCCESS,TXN971685683
PMT0004632,BIL0005002,8292-TYSPY,2026-06-11 18:23:00,182.9,Debit Card,Paytm,SUCCESS,TXN319995273
PMT0004633,BIL0005003,0567-XRHCU,2026-06-10 16:10:00,169.86,Bank transfer (automatic),Paytm,SUCCESS,TXN642808966
PMT0004634,BIL0005004,1867-BDVFH,2026-06-13 18:39:00,87.73,Debit Card,Razorpay,SUCCESS,TXN917959349
PMT0004635,BIL0005005,2067-QYTCF,2026-06-03 22:38:00,101.66,Credit Card,Razorpay,SUCCESS,TXN224560660
PMT0004636,BIL0005006,2359-QWQUL,2026-06-05 11:27:00,64.55,Mailed check,Paytm,SUCCESS,TXN696468513
PMT0004637,BIL0005007,9103-TCIHJ,2026-06-02 10:56:00,242.73,UPI,Paytm,FAILED,TXN428661024
PMT0004638,BIL0005008,7407-SUJIZ,2026-06-15 08:31:00,83.31,Credit Card,PhonePe,SUCCESS,TXN255647289
PMT0004639,BIL0005009,9150-KPBJQ,2026-06-08 16:06:00,82.19,UPI,Stripe,SUCCESS,TXN237863732
PMT0004640,BIL0005010,0052-DCKON,2026-06-12 20:46:00,136.64,Credit Card,Paytm,SUCCESS,TXN872788131
PMT0004641,BIL0005011,3654-ARMGP,2026-06-09 09:27:00,75.11,Bank transfer (automatic),PhonePe,SUCCESS,TXN978779194
PMT0004642,BIL0005012,9699-UBQFS,2026-06-11 10:36:00,111.51,Debit Card,Razorpay,SUCCESS,TXN769958727
PMT0004643,BIL0005013,9367-TCUYN,2026-06-08 08:27:00,23.72,Bank transfer (automatic),Stripe,SUCCESS,TXN358795651
PMT0004644,BIL0005014,1261-FWTTE,2026-06-06 10:29:00,40.89,UPI,Stripe,SUCCESS,TXN986545844
PMT0004645,BIL0005015,3528-HFRIQ,2026-06-07 12:59:00,32.21,Debit Card,PhonePe,SUCCESS,TXN495221563
PMT0004646,BIL0005016,0708-SJDIS,2026-06-12 17:59:00,253.7,Bank transfer (automatic),BillDesk,SUCCESS,TXN237365652
PMT0004647,BIL0005017,4140-WJAWW,2026-06-09 16:37:00,23.42,Net Banking,Stripe,SUCCESS,TXN281389299
PMT0004648,BIL0005018,2073-QBVBI,2026-06-15 16:16:00,41.83,Mailed check,Stripe,FAILED,TXN403380823
PMT0004649,BIL0005019,6928-ONTRW,2026-06-07 10:30:00,141.25,Net Banking,Razorpay,SUCCESS,TXN926272995
PMT0004650,BIL0005020,3320-VEOYC,2026-06-15 12:45:00,230.81,Debit Card,BillDesk,SUCCESS,TXN932793038
PMT0004651,BIL0005021,5231-FIQPA,2026-06-09 21:02:00,23.42,Debit Card,Paytm,SUCCESS,TXN899170005
PMT0004652,BIL0005022,6617-WLBQC,2026-06-04 17:56:00,37.58,Net Banking,Razorpay,SUCCESS,TXN845113411
PMT0004653,BIL0005023,2599-CIPQE,2026-06-05 13:17:00,217.47,Debit Card,BillDesk,SUCCESS,TXN340117073
PMT0004654,BIL0005024,6653-CBBOM,2026-06-05 11:31:00,141.95,Mailed check,Stripe,SUCCESS,TXN274448587
PMT0004655,BIL0005025,8774-GSBUN,2026-06-10 16:39:00,0.47,UPI,Paytm,SUCCESS,TXN919671739
PMT0004656,BIL0005026,7326-RIGQZ,2026-06-04 14:01:00,200.36,Bank transfer (automatic),Paytm,SUCCESS,TXN865370708
PMT0004657,BIL0005027,1401-FTHFQ,2026-06-03 18:30:00,0.0,Mailed check,Paytm,SUCCESS,TXN459788196
PMT0004658,BIL0005028,3247-ZVOUO,2026-06-12 08:44:00,71.45,Debit Card,PhonePe,SUCCESS,TXN775750058
PMT0004659,BIL0005029,0254-FNMCI,2026-06-09 22:51:00,129.68,Electronic check,PhonePe,SUCCESS,TXN793626133
PMT0004660,BIL0005031,6101-IMRMM,2026-06-10 14:34:00,229.51,Mailed check,PhonePe,SUCCESS,TXN972667870
PMT0004661,BIL0005032,8118-TJAFG,2026-06-02 09:38:00,119.77,Credit Card,PhonePe,SUCCESS,TXN937459768
PMT0004662,BIL0005033,5429-LWCMV,2026-06-02 13:19:00,105.2,UPI,Stripe,SUCCESS,TXN940487006
PMT0004663,BIL0005034,7298-IZWLY,2026-06-03 19:09:00,0.0,Electronic check,BillDesk,SUCCESS,TXN943508889
PMT0004664,BIL0005035,9758-MFWGD,2026-06-05 12:32:00,35.28,UPI,Razorpay,SUCCESS,TXN569210899
PMT0004665,BIL0005036,3955-JBZZM,2026-06-14 21:01:00,92.98,Credit Card,PhonePe,FAILED,TXN161802258
PMT0004666,BIL0005038,8943-URTMR,2026-06-07 20:22:00,211.99,Credit Card,Razorpay,SUCCESS,TXN990599458
PMT0004667,BIL0005039,4815-TUMEQ,2026-06-05 09:33:00,22.77,Mailed check,Stripe,FAILED,TXN542742217
PMT0004668,BIL0005041,9909-IDLEK,2026-06-10 14:52:00,232.22,Credit Card,BillDesk,SUCCESS,TXN289986882
PMT0004669,BIL0005042,4092-OFQZS,2026-06-09 16:48:00,0.0,Credit Card,Razorpay,SUCCESS,TXN329777005
PMT0004670,BIL0005043,1561-BWHIN,2026-06-04 19:00:00,23.36,UPI,Razorpay,SUCCESS,TXN590054285
PMT0004671,BIL0005044,4325-NFSKC,2026-06-08 11:25:00,47.91,Credit Card,Stripe,SUCCESS,TXN715739444
PMT0004672,BIL0005045,9927-DSWDF,2026-06-07 13:18:00,123.43,Credit Card,Paytm,SUCCESS,TXN728165622
PMT0004673,BIL0005047,7252-NTGSS,2026-06-02 14:01:00,171.28,Mailed check,Stripe,SUCCESS,TXN963067200
PMT0004674,BIL0005048,8149-AIQCG,2026-06-11 13:00:00,56.82,Debit Card,Stripe,SUCCESS,TXN359330921
PMT0004675,BIL0005049,1360-JYXKQ,2026-06-14 16:50:00,57.94,Net Banking,BillDesk,SUCCESS,TXN353730876
PMT0004676,BIL0005050,2955-PSXOE,2026-06-05 09:33:00,82.84,Electronic check,Razorpay,SUCCESS,TXN332998009
PMT0004677,BIL0005051,7762-URZQH,2026-06-11 19:12:00,213.64,Mailed check,BillDesk,SUCCESS,TXN906871611
PMT0004678,BIL0005052,0899-WZRSD,2026-06-14 21:36:00,65.31,Net Banking,Paytm,SUCCESS,TXN599158020
PMT0004679,BIL0005053,3255-GRXMG,2026-06-08 14:09:00,171.87,Bank transfer (automatic),Stripe,SUCCESS,TXN329782023
PMT0004680,BIL0005054,4828-FAZPK,2026-06-12 15:55:00,212.34,Credit Card,Paytm,SUCCESS,TXN570605885
PMT0004681,BIL0005055,6094-ZIVKX,2026-06-12 18:35:00,241.25,Electronic check,PhonePe,SUCCESS,TXN384072594
PMT0004682,BIL0005056,6925-BAYGL,2026-06-13 18:16:00,206.62,Debit Card,Stripe,SUCCESS,TXN322565215
PMT0004683,BIL0005057,3262-EIDHV,2026-06-15 19:24:00,276.95,Debit Card,Razorpay,SUCCESS,TXN213108454
PMT0004684,BIL0005058,7354-OIJLX,2026-06-02 10:01:00,89.5,UPI,BillDesk,SUCCESS,TXN491022042
PMT0004685,BIL0005059,1376-HHBDV,2026-06-10 16:06:00,175.58,Net Banking,PhonePe,SUCCESS,TXN373929963
PMT0004686,BIL0005060,6907-NZZIJ,2026-06-09 11:14:00,294.0,Electronic check,Paytm,SUCCESS,TXN626390705
PMT0004687,BIL0005061,6133-OZILE,2026-06-02 21:07:00,41.54,Credit Card,Paytm,SUCCESS,TXN233290625
PMT0004688,BIL0005062,4135-FRWKJ,2026-06-04 08:35:00,207.97,Mailed check,Razorpay,SUCCESS,TXN979926036
PMT0004689,BIL0005063,2911-UREFD,2026-06-04 20:12:00,65.96,Credit Card,PhonePe,SUCCESS,TXN648033648
PMT0004690,BIL0005064,3744-ZRRDZ,2026-06-14 22:48:00,156.17,Mailed check,Razorpay,SUCCESS,TXN283558773
PMT0004691,BIL0005065,5673-TIYIB,2026-06-15 11:17:00,18.17,Mailed check,BillDesk,SUCCESS,TXN434534067
PMT0004692,BIL0005066,6551-ZCOTS,2026-06-03 13:00:00,147.38,Bank transfer (automatic),PhonePe,SUCCESS,TXN467452399
PMT0004693,BIL0005067,7191-ADRGF,2026-06-03 08:34:00,5.07,Electronic check,Paytm,SUCCESS,TXN248596158
PMT0004694,BIL0005068,5018-LXQQG,2026-06-04 08:58:00,196.23,Mailed check,Razorpay,SUCCESS,TXN286919305
PMT0004695,BIL0005069,6892-BOGQE,2026-06-11 12:15:00,142.66,Debit Card,PhonePe,SUCCESS,TXN401741877
PMT0004696,BIL0005070,1602-IJQQE,2026-06-13 08:20:00,88.91,Credit Card,Paytm,FAILED,TXN528878892
PMT0004697,BIL0005071,4628-WQCQQ,2026-06-08 12:02:00,188.98,UPI,PhonePe,SUCCESS,TXN323597835
PMT0004698,BIL0005072,1746-TGTWV,2026-06-07 14:24:00,29.91,Debit Card,BillDesk,SUCCESS,TXN332385054
PMT0004699,BIL0005073,5995-SNNEW,2026-06-09 18:54:00,152.75,Credit Card,BillDesk,SUCCESS,TXN853254880
PMT0004700,BIL0005074,8050-WYBND,2026-06-15 11:22:00,58.35,Electronic check,Paytm,SUCCESS,TXN167983073
PMT0004701,BIL0005075,2821-WARNZ,2026-06-12 11:38:00,170.45,Net Banking,BillDesk,SUCCESS,TXN917554210
PMT0004702,BIL0005076,4879-GZLFH,2026-06-02 08:50:00,197.24,Credit Card,PhonePe,SUCCESS,TXN255278900
PMT0004703,BIL0005077,1644-IRKSF,2026-06-07 17:51:00,81.18,Debit Card,PhonePe,SUCCESS,TXN924814226
PMT0004704,BIL0005078,8314-HTWVE,2026-06-14 10:54:00,82.42,Credit Card,BillDesk,SUCCESS,TXN857502090
PMT0004705,BIL0005079,9402-ROUMJ,2026-06-08 11:46:00,206.79,Debit Card,Razorpay,SUCCESS,TXN588778753
PMT0004706,BIL0005080,2507-QZPQS,2026-06-09 22:23:00,289.93,Mailed check,Razorpay,SUCCESS,TXN193849967
PMT0004707,BIL0005081,7159-NOKYQ,2026-06-08 10:25:00,109.92,Mailed check,PhonePe,SUCCESS,TXN913482691
PMT0004708,BIL0005082,5707-ZMDJP,2026-06-15 09:18:00,141.25,Credit Card,Stripe,SUCCESS,TXN854167633
PMT0004709,BIL0005083,8779-YIQQA,2026-06-07 21:20:00,23.36,Credit Card,Razorpay,SUCCESS,TXN977823743
PMT0004710,BIL0005084,7136-IHZJA,2026-06-04 12:38:00,84.19,Bank transfer (automatic),Razorpay,SUCCESS,TXN989804845
PMT0004711,BIL0005085,8966-OIQHG,2026-06-03 18:20:00,0.0,Electronic check,Razorpay,SUCCESS,TXN899355632
PMT0004712,BIL0005086,7074-STDCN,2026-06-08 13:16:00,18.41,Debit Card,PhonePe,SUCCESS,TXN870093551
PMT0004713,BIL0005087,3705-PSNGL,2026-06-11 22:09:00,142.07,UPI,Razorpay,SUCCESS,TXN582665160
PMT0004714,BIL0005088,8739-QOTTN,2026-06-13 13:57:00,171.51,Net Banking,Paytm,SUCCESS,TXN250177681
PMT0004715,BIL0005090,0277-BKSQP,2026-06-06 22:30:00,64.19,Credit Card,BillDesk,SUCCESS,TXN348396053
PMT0004716,BIL0005091,6502-HCJTI,2026-06-15 22:36:00,288.75,Debit Card,PhonePe,SUCCESS,TXN214919554
PMT0004717,BIL0005092,2606-RMDHZ,2026-06-03 22:51:00,212.99,Electronic check,Paytm,SUCCESS,TXN355120828
PMT0004718,BIL0005093,5774-XZTQC,2026-06-08 21:14:00,142.13,Mailed check,Stripe,SUCCESS,TXN761732366
